単語,読み仮名,読み上げ用,使用範囲,JUMANカテゴリ,評価極性
地区,チク,チク,10,場所-その他,-
ネット,ネット,ネット,10,人工物-その他;抽象物,-
藩,ハン,ハン,10,組織・団体,-
キー,キー,キー,10,人工物-その他;抽象物,-
広告,コウコク,コウコク,10,人工物-その他;抽象物,e
ライン,ライン,ライン,10,人工物-その他;抽象物,-
連合,レンゴウ,レンゴウ,10,組織・団体;抽象物,e
地上,チジョウ,チジョウ,10,場所-その他,-
鉄道,テツドウ,テツドウ,10,組織・団体;人工物-その他,-
網,アミ,アミ,10,人工物-その他,-
刑事,ケイジ,ケイジ,10,人,-
畑,ハタケ,ハタケ,10,場所-その他,-
ビデオ,ビデオ,ビデオ,10,人工物-その他,-
小屋,コヤ,コヤ,10,場所-施設,-
サイト,サイト,サイト,10,場所-その他,-
諸国,ショコク,ショコク,10,場所-その他,-
連中,レンジュウ,レンジュウ,10,人,e
屋敷,ヤシキ,ヤシキ,10,場所-施設,-
鬼,オニ,オニ,10,人,e
側面,ソクメン,ソクメン,10,場所-その他,-
桜,サクラ,サクラ,10,植物,-
旦那,ダンナ,ダンナ,10,人,-
帯,オビ,オビ,10,人工物-衣類;抽象物,-
大統領,ダイトウリョウ,ダイトウリョウ,10,人,p
両手,リョウテ,リョウテ,10,動物-部位,-
膝,ヒザ,ヒザ,10,動物-部位,-
協会,キョウカイ,キョウカイ,10,組織・団体,-
温泉,オンセン,オンセン,10,場所-自然,e
背後,ハイゴ,ハイゴ,10,場所-その他,-
姫,ヒメ,ヒメ,9,人,-
親父,オヤジ,オヤジ,10,人,-
右手,ミギテ,ミギテ,10,動物-部位,-
現地,ゲンチ,ゲンチ,10,場所-その他,-
根,ネ,ネ,10,植物-部位,-
書類,ショルイ,ショルイ,10,人工物-その他,-
議員,ギイン,ギイン,10,人,e
小学,ショウガク,ショウガク,10,組織・団体;場所-施設,-
武士,ブシ,ブシ,10,人,-
主婦,シュフ,シュフ,10,人,-
作家,サッカ,サッカ,10,人,e
汗,アセ,アセ,10,自然物,e
要,ヨウ,ヨウ,10,人工物-その他;抽象物,p
方面,ホウメン,ホウメン,10,場所-その他,-
筋,スジ,スジ,10,動物-部位;人工物-食べ物,-
両者,リョウシャ,リョウシャ,10,人;抽象物,-
首相,シュショウ,シュショウ,10,人,-
油,アブラ,アブラ,10,自然物,-
己,オノレ,オノレ,10,人,-
里,サト,サト,10,場所-自然,-
肉体,ニクタイ,ニクタイ,10,動物,-
バー,バー,バー,10,場所-施設,-
列車,レッシャ,レッシャ,10,人工物-乗り物,-
海軍,カイグン,カイグン,10,組織・団体,-
孫,マゴ,マゴ,10,人,e
電子,デンシ,デンシ,10,自然物,-
会員,カイイン,カイイン,10,人,-
装置,ソウチ,ソウチ,10,人工物-その他,-
欄,ラン,ラン,10,人工物-その他,-
跡,アト,アト,10,場所-その他;形・模様,e
恋人,コイビト,コイビト,10,人,p
エンジン,エンジン,エンジン,10,人工物-その他,-
将軍,ショウグン,ショウグン,10,人,p
尻,シリ,シリ,10,動物-部位,-
カー,カー,カー,10,人工物-乗り物,-
上司,ジョウシ,ジョウシ,10,人,-
嫁,ヨメ,ヨメ,10,人,-
ワイン,ワイン,ワイン,10,人工物-食べ物,-
部下,ブカ,ブカ,10,人,-
武器,ブキ,ブキ,10,人工物-その他,-
巣,ス,ス,10,場所-自然,e
棒,ボウ,ボウ,10,人工物-その他;形・模様,-
筆者,ヒッシャ,ヒッシャ,10,人,-
メモ,メモ,メモ,10,人工物-その他,-
扉,トビラ,トビラ,10,場所-施設,e
宿,ヤド,ヤド,10,場所-施設,-
農民,ノウミン,ノウミン,10,人,-
親子,オヤコ,オヤコ,10,組織・団体,-
大陸,タイリク,タイリク,10,場所-自然,-
屋根,ヤネ,ヤネ,10,場所-施設部位,-
実家,ジッカ,ジッカ,10,場所-施設,-
猿,サル,サル,10,動物,-
粉,コナ,コナ,10,自然物,e
男子,ダンシ,ダンシ,10,人,-
役所,ヤクショ,ヤクショ,10,組織・団体;場所-施設,-
天井,テンジョウ,テンジョウ,10,場所-施設部位,-
牛,ウシ,ウシ,10,動物,-
天下,テンカ,テンカ,10,場所-その他,-
食品,ショクヒン,ショクヒン,10,人工物-食べ物,-
資源,シゲン,シゲン,10,自然物,p
印,シルシ,シルシ,10,人工物-その他,e
博物,ハクブツ,ハクブツ,10,人工物-その他,-
舌,シタ,シタ,10,動物-部位,-
蔵,クラ,クラ,10,場所-施設,-
全身,ゼンシン,ゼンシン,10,動物-部位,-
大衆,タイシュウ,タイシュウ,10,人,e
左手,ヒダリテ,ヒダリテ,10,動物-部位,-
瓶,ビン,ビン,10,人工物-その他,-
農村,ノウソン,ノウソン,10,場所-その他,-
竜,リュウ,リュウ,10,動物,-
内閣,ナイカク,ナイカク,10,組織・団体,-
兵士,ヘイシ,ヘイシ,10,人,-
基盤,キバン,キバン,10,人工物-その他;抽象物,p
職人,ショクニン,ショクニン,10,人,p
学者,ガクシャ,ガクシャ,10,人,-
夕食,ユウショク,ユウショク,10,人工物-食べ物,-
ハウス,ハウス,ハウス,10,場所-施設,-
剣,ケン,ケン,10,人工物-その他,-
半島,ハントウ,ハントウ,10,場所-自然,-
枠,ワク,ワク,10,人工物-その他;抽象物,-
皮,カワ,カワ,10,動物-部位;植物-部位,-
議会,ギカイ,ギカイ,10,組織・団体,-
経緯,ケイイ,ケイイ,10,場所-その他,-
味方,ミカタ,ミカタ,10,人,p
貴族,キゾク,キゾク,10,人,-
素材,ソザイ,ソザイ,10,人工物-その他,e
一家,イッカ,イッカ,10,組織・団体,-
基地,キチ,キチ,10,場所-施設,e
我が家,ワガヤ,ワガヤ,10,場所-施設,-
大手,オオテ,オオテ,10,組織・団体;場所-施設,-
地面,ジメン,ジメン,10,場所-その他,-
児童,ジドウ,ジドウ,10,人,-
田,タ,タ,10,場所-その他,-
故郷,コキョウ,コキョウ,10,場所-その他,-
ファイル,ファイル,ファイル,10,人工物-その他,-
塔,トウ,トウ,10,場所-施設,-
心臓,シンゾウ,シンゾウ,10,動物-部位,-
理事,リジ,リジ,10,人,e
蓋,フタ,フタ,10,人工物-その他,-
幹部,カンブ,カンブ,10,人,e
鍋,ナベ,ナベ,10,人工物-その他,-
京,キョウ,キョウ,10,場所-施設,-
機構,キコウ,キコウ,10,組織・団体,-
著者,チョシャ,チョシャ,10,人,-
地帯,チタイ,チタイ,10,場所-その他,-
陸軍,リクグン,リクグン,10,組織・団体,-
国会,コッカイ,コッカイ,10,組織・団体,-
首都,シュト,シュト,10,場所-その他,-
官僚,カンリョウ,カンリョウ,10,人,-
血液,ケツエキ,ケツエキ,10,自然物,-
民衆,ミンシュウ,ミンシュウ,10,人,-
券,ケン,ケン,10,人工物-その他,-
同僚,ドウリョウ,ドウリョウ,10,人,-
弟子,デシ,デシ,10,人,e
汁,ツユ,ツユ,10,人工物-食べ物;自然物,e
飯,メシ,メシ,10,人工物-食べ物,-
部隊,ブタイ,ブタイ,10,組織・団体,-
美人,ビジン,ビジン,10,人,p
湾,ワン,ワン,10,場所-自然,-
蛇,ヘビ,ヘビ,10,動物,e
松,マツ,マツ,10,植物,-
東洋,トウヨウ,トウヨウ,10,場所-その他,-
布,ヌノ,ヌノ,10,人工物-その他,-
商店,ショウテン,ショウテン,10,場所-施設,-
看板,カンバン,カンバン,10,人工物-その他,-
メニュー,メニュー,メニュー,10,人工物-その他,e
年寄り,トシヨリ,トシヨリ,10,人,-
各国,カッコク,カッコク,10,場所-その他,-
長男,チョウナン,チョウナン,10,人,e
商人,ショウニン,ショウニン,10,人,-
足元,アシモト,アシモト,10,場所-その他,-
缶,カン,カン,10,人工物-その他,-
唇,クチビル,クチビル,10,動物-部位,-
細胞,サイボウ,サイボウ,10,動物-部位;植物-部位,-
銃,ジュウ,ジュウ,10,人工物-その他,-
女房,ニョウボウ,ニョウボウ,10,人,-
餌,エサ,エサ,10,人工物-食べ物,-
親戚,シンセキ,シンセキ,10,人,-
皇帝,コウテイ,コウテイ,10,人,p
谷,タニ,タニ,10,場所-自然,-
全面,ゼンメン,ゼンメン,10,場所-その他,-
学会,ガッカイ,ガッカイ,10,組織・団体;抽象物,-
書店,ショテン,ショテン,10,場所-施設,-
バッグ,バッグ,バッグ,10,人工物-その他,-
住居,ジュウキョ,ジュウキョ,10,場所-施設,-
人民,ジンミン,ジンミン,10,人,-
農家,ノウカ,ノウカ,10,場所-施設,-
頬,ホオ,ホオ,10,動物-部位,-
サラリーマン,サラリーマン,サラリーマン,10,人,-
石油,セキユ,セキユ,10,自然物,e
知人,チジン,チジン,10,人,-
票,ヒョウ,ヒョウ,10,人工物-その他,-
爪,ツメ,ツメ,10,動物-部位,e
金属,キンゾク,キンゾク,10,自然物,-
株主,カブヌシ,カブヌシ,10,人,-
手元,テモト,テモト,10,場所-その他,-
一族,イチゾク,イチゾク,10,組織・団体,-
先端,センタン,センタン,10,場所-その他,-
銀,ギン,ギン,10,自然物,-
信号,シンゴウ,シンゴウ,10,人工物-その他,-
ゴム,ゴム,ゴム,10,植物;人工物-その他,-
帝,ミカド,ミカド,8,人,-
ショップ,ショップ,ショップ,10,場所-施設,-
軍隊,グンタイ,グンタイ,10,組織・団体,-
脚,アシ,アシ,10,動物-部位,-
役人,ヤクニン,ヤクニン,10,人,-
ウインドー,ウインドー,ウインドー,10,場所-施設部位,-
行方,ユクエ,ユクエ,10,場所-その他,-
都会,トカイ,トカイ,10,場所-その他,-
画,ガ,ガ,10,人工物-その他;抽象物,-
スペース,スペース,スペース,10,場所-その他,e
他者,タシャ,タシャ,10,人,-
幹線,カンセン,カンセン,10,場所-施設,-
地点,チテン,チテン,10,場所-その他,-
広場,ヒロバ,ヒロバ,10,場所-施設,-
軸,ジク,ジク,10,人工物-その他;抽象物,-
野,ノ,ノ,10,場所-自然,-
皮膚,ヒフ,ヒフ,9,動物-部位,-
人材,ジンザイ,ジンザイ,10,人,e
食料,ショクリョウ,ショクリョウ,10,人工物-食べ物,-
長官,チョウカン,チョウカン,10,人,-
友,トモ,トモ,10,人,-
ルーム,ルーム,ルーム,10,場所-施設,-
丘,オカ,オカ,10,場所-自然,-
知事,チジ,チジ,10,人,-
鼠,ネズミ,ネズミ,10,動物,-
筆,フデ,フデ,10,人工物-その他,-
熊,クマ,クマ,10,動物,-
クリーム,クリーム,クリーム,10,人工物-その他,-
僧,ソウ,ソウ,10,人,-
林檎,リンゴ,リンゴ,10,植物;人工物-食べ物,-
スター,スター,スター,10,人,p
移民,イミン,イミン,10,人;抽象物,e
一行,イッコウ,イッコウ,10,組織・団体,-
カバー,カバー,カバー,10,人工物-その他;抽象物,-
役員,ヤクイン,ヤクイン,10,人,-
姉妹,シマイ,シマイ,10,人,-
掌,テノヒラ,テノヒラ,10,動物-部位,-
キス,キス,キス,10,動物;人工物-食べ物,e
胃,イ,イ,10,動物-部位,-
食糧,ショクリョウ,ショクリョウ,10,人工物-食べ物,-
虎,トラ,トラ,10,動物,-
紐,ヒモ,ヒモ,10,人工物-その他,-
秘書,ヒショ,ヒショ,10,人,-
持ち主,モチヌシ,モチヌシ,10,人,-
連邦,レンポウ,レンポウ,10,組織・団体,-
朝食,チョウショク,チョウショク,10,人工物-食べ物,-
顎,アゴ,アゴ,10,動物-部位,e
鶏,ニワトリ,ニワトリ,10,動物,-
奴隷,ドレイ,ドレイ,10,人,-
幼児,ヨウジ,ヨウジ,10,人,e
竹,タケ,タケ,10,植物,-
白人,ハクジン,ハクジン,10,人,e
業者,ギョウシャ,ギョウシャ,10,人,-
庶民,ショミン,ショミン,10,人,-
オフィス,オフィス,オフィス,10,場所-施設,-
スクール,スクール,スクール,10,組織・団体;場所-施設,-
カウンター,カウンター,カウンター,10,場所-施設部位,-
総理,ソウリ,ソウリ,10,人,-
余所,ヨソ,ヨソ,10,場所-その他,-
昼食,チュウショク,チュウショク,10,人工物-食べ物,-
ホワイト,ホワイト,ホワイト,10,色,-
中華,チュウカ,チュウカ,10,組織・団体;人工物-食べ物,e
車両,シャリョウ,シャリョウ,10,人工物-乗り物,-
生き物,イキモノ,イキモノ,10,動物;植物,-
グリーン,グリーン,グリーン,10,色,-
所在,ショザイ,ショザイ,10,場所-その他,-
旗,ハタ,ハタ,10,人工物-その他,-
文庫,ブンコ,ブンコ,10,場所-施設,-
兵器,ヘイキ,ヘイキ,10,人工物-その他,-
筋肉,キンニク,キンニク,10,動物-部位,p
ブルー,ブルー,ブルー,10,色,e
ピンク,ピンク,ピンク,10,色,-
こつ,コツ,コツ,10,動物-部位,-
餅,モチ,モチ,10,人工物-食べ物,-
国境,コッキョウ,コッキョウ,10,場所-その他,-
豆腐,トウフ,トウフ,10,人工物-食べ物,-
半身,ハンシン,ハンシン,10,動物-部位;抽象物,-
成人,セイジン,セイジン,10,人,-
中年,チュウネン,チュウネン,10,人;時間,-
世帯,セタイ,セタイ,10,組織・団体,-
衣,イ,イ,10,人工物-衣類,-
ボランティア,ボランティア,ボランティア,10,人,e
住まい,スマイ,スマイ,10,場所-施設,e
艦隊,カンタイ,カンタイ,10,組織・団体,-
親族,シンゾク,シンゾク,10,組織・団体,-
タオル,タオル,タオル,10,人工物-その他,-
遺族,イゾク,イゾク,10,組織・団体,-
燐,リン,リン,10,自然物,-
弾,タマ,タマ,10,人工物-その他,-
作者,サクシャ,サクシャ,10,人,-
亀,カメ,カメ,10,動物,-
黒人,コクジン,コクジン,10,人,-
海上,カイジョウ,カイジョウ,10,場所-その他,-
当局,トウキョク,トウキョク,10,組織・団体,-
主題,シュダイ,シュダイ,10,人工物-その他,-
路線,ロセン,ロセン,10,場所-その他,-
大使,タイシ,タイシ,10,人,-
余地,ヨチ,ヨチ,10,場所-その他,e
片手,カタテ,カタテ,10,動物-部位,-
大将,タイショウ,タイショウ,10,人,-
軍人,グンジン,グンジン,10,人,-
オイル,オイル,オイル,10,自然物,-
豚,ブタ,ブタ,10,動物,-
助手,ジョシュ,ジョシュ,10,人,e
集落,シュウラク,シュウラク,10,場所-その他,-
アプローチ,アプローチ,アプローチ,10,場所-施設部位;抽象物,-
羽根,ハネ,ハネ,10,動物-部位,-
塾,ジュク,ジュク,10,場所-その他,-
業界,ギョウカイ,ギョウカイ,10,場所-その他,-
衆,シュウ,シュウ,10,組織・団体,-
井戸,イド,イド,10,場所-その他,-
機器,キキ,キキ,10,人工物-その他,-
キッチン,キッチン,キッチン,10,場所-施設,-
寮,リョウ,リョウ,10,場所-施設,-
街道,カイドウ,カイドウ,10,場所-施設,-
餡,アン,アン,10,人工物-食べ物,-
レンズ,レンズ,レンズ,10,人工物-その他,-
手帳,テチョウ,テチョウ,10,人工物-その他,-
侍,サムライ,サムライ,10,人,-
壺,ツボ,ツボ,10,人工物-その他,-
敷地,シキチ,シキチ,10,場所-その他,-
ラーメン,ラーメン,ラーメン,10,人工物-食べ物,-
燃料,ネンリョウ,ネンリョウ,10,人工物-その他,-
尾,オ,オ,10,動物-部位,-
矢,ヤ,ヤ,10,人工物-その他,-
大地,ダイチ,ダイチ,10,場所-その他,-
奉行,ブギョウ,ブギョウ,10,人,-
帆,ホ,ホ,10,人工物-その他,-
酸素,サンソ,サンソ,10,自然物,-
父母,フボ,フボ,10,人,e
スープ,スープ,スープ,10,人工物-食べ物,-
王国,オウコク,オウコク,10,場所-その他,-
分子,ブンシ,ブンシ,10,自然物,-
詩人,シジン,シジン,10,人,e
マネージャー,マネージャー,マネージャー,10,人,-
先祖,センゾ,センゾ,10,人,-
書物,ショモツ,ショモツ,10,人工物-その他,-
滝,タキ,タキ,10,場所-自然,-
烏,カラス,カラス,10,動物,-
仕手,シテ,シテ,10,人,-
百姓,ヒャクショウ,ヒャクショウ,9,人,-
トンネル,トンネル,トンネル,10,場所-施設,-
梅,ウメ,ウメ,9,植物;人工物-食べ物,-
一同,イチドウ,イチドウ,10,人,e
峠,トウゲ,トウゲ,10,場所-自然,e
ミルク,ミルク,ミルク,10,人工物-食べ物,-
皺,シワ,シワ,10,動物-部位,e
スキー,スキー,スキー,10,人工物-その他,-
バイク,バイク,バイク,10,人工物-乗り物,-
ボックス,ボックス,ボックス,10,人工物-その他,-
菊,キク,キク,10,植物,-
薔薇,バラ,バラ,10,植物,-
芋,イモ,イモ,10,植物;人工物-食べ物,-
甲,コウ,コウ,10,動物-部位,-
黄金,オウゴン,オウゴン,10,人工物-その他;色,-
著書,チョショ,チョショ,10,人工物-その他;抽象物,-
米軍,ベイグン,ベイグン,10,組織・団体,-
国王,コクオウ,コクオウ,10,人,-
巨人,キョジン,キョジン,10,人,-
座敷,ザシキ,ザシキ,10,場所-施設,-
朝廷,チョウテイ,チョウテイ,9,場所-その他,-
ツール,ツール,ツール,10,人工物-その他,-
豆,マメ,マメ,10,植物,-
養子,ヨウシ,ヨウシ,10,人,-
大根,ダイコン,ダイコン,10,植物;人工物-食べ物,-
窓口,マドグチ,マドグチ,10,場所-その他,-
森林,シンリン,シンリン,10,場所-自然,-
区域,クイキ,クイキ,10,場所-その他,-
探偵,タンテイ,タンテイ,10,人,-
チーズ,チーズ,チーズ,10,人工物-食べ物,-
手足,テアシ,テアシ,10,動物-部位;抽象物,e
役者,ヤクシャ,ヤクシャ,10,人,-
ソファー,ソファー,ソファー,10,人工物-その他,-
顔色,カオイロ,カオイロ,10,色,-
衣装,イショウ,イショウ,10,人工物-衣類,-
盾,タテ,タテ,10,人工物-その他,-
瞳,ヒトミ,ヒトミ,9,動物-部位,-
沖,オキ,オキ,10,場所-自然,-
講師,コウシ,コウシ,10,人,p
紳士,シンシ,シンシ,10,人,-
駅前,エキマエ,エキマエ,10,場所-その他,-
乳,チチ,チチ,10,自然物,-
本社,ホンシャ,ホンシャ,10,組織・団体;場所-施設,-
貝,カイ,カイ,10,動物,-
通路,ツウロ,ツウロ,10,場所-施設部位,-
縄,ナワ,ナワ,10,人工物-その他,-
プレーヤー,プレーヤー,プレーヤー,10,人,e
姑,シュウトメ,シュウトメ,10,人,e
チェーン,チェーン,チェーン,10,人工物-その他,-
座席,ザセキ,ザセキ,10,場所-施設部位,-
籠,カゴ,カゴ,10,人工物-その他,-
バンク,バンク,バンク,10,場所-施設,-
浜,ハマ,ハマ,10,場所-自然,-
通訳,ツウヤク,ツウヤク,10,人;抽象物,e
観客,カンキャク,カンキャク,10,人,-
親友,シンユウ,シンユウ,9,人,p
制服,セイフク,セイフク,10,人工物-その他,-
蚊,カ,カ,10,動物,-
懐,フトコロ,フトコロ,10,場所-その他,-
配偶,ハイグウ,ハイグウ,10,人;抽象物,-
支店,シテン,シテン,10,場所-施設,-
ボディー,ボディー,ボディー,10,動物-部位,-
房,ボウ,ふさ,10,植物-部位;人工物-その他;抽象物,-
家具,カグ,カグ,10,人工物-その他,-
書房,ショボウ,ショボウ,10,場所-施設,-
陛下,ヘイカ,ヘイカ,10,人,-
寺院,ジイン,ジイン,10,組織・団体;場所-施設,-
警視,ケイシ,ケイシ,10,人,-
ドライバー,ドライバー,ドライバー,9,人;人工物-その他,-
女王,ジョオウ,ジョオウ,10,人,e
主役,シュヤク,シュヤク,10,人,e
繊維,センイ,センイ,10,動物-部位;植物-部位,-
マスター,マスター,マスター,10,人,-
綿,メン,メン,10,植物;人工物-その他,-
砂漠,サバク,サバク,10,場所-自然,-
ベルト,ベルト,ベルト,10,人工物-衣類,-
スイッチ,スイッチ,スイッチ,10,人工物-その他,-
芯,シン,シン,10,人工物-その他,-
スタンド,スタンド,スタンド,10,場所-その他,-
道場,ドウジョウ,ドウジョウ,9,場所-施設,-
灰,ハイ,ハイ,10,自然物,e
上流,ジョウリュウ,ジョウリュウ,10,場所-その他,-
市街,シガイ,シガイ,10,場所-その他,-
羊,ヒツジ,ヒツジ,10,動物,-
遺跡,イセキ,イセキ,9,場所-その他,-
総務,ソウム,ソウム,10,人,-
液,エキ,エキ,9,自然物,e
寿司,スシ,スシ,10,人工物-食べ物,-
ベンチ,ベンチ,ベンチ,10,人工物-その他,-
関,ゼキ,セキ,10,場所-その他,-
原爆,ゲンバク,ゲンバク,10,人工物-その他,-
原子,ゲンシ,ゲンシ,10,自然物,-
グレー,グレー,グレー,10,色,e
紅葉,コウヨウ,コウヨウ,8,植物-部位;抽象物,-
宝,タカラ,タカラ,10,人工物-その他,-
倉庫,ソウコ,ソウコ,10,場所-施設,-
溝,ミゾ,ミゾ,10,場所-施設部位,-
鐘,カネ,カネ,10,人工物-その他,-
信者,シンジャ,シンジャ,10,人,-
黄,キ,キ,10,色,e
ユーザー,ユーザー,ユーザー,10,人,-
初代,ショダイ,ショダイ,10,人,-
消防,ショウボウ,ショウボウ,9,組織・団体,-
桃,モモ,モモ,9,植物;人工物-食べ物,-
幕,マク,マク,10,人工物-その他,-
衣服,イフク,イフク,10,人工物-衣類,-
鉄砲,テッポウ,テッポウ,10,人工物-その他,-
麺,メン,メン,10,人工物-食べ物,-
大名,ダイミョウ,ダイミョウ,10,人,-
象,ゾウ,ゾウ,10,動物,-
主任,シュニン,シュニン,10,人,-
拳,コブシ,コブシ,10,動物-部位,-
カップル,カップル,カップル,10,組織・団体,-
教員,キョウイン,キョウイン,10,人,e
槍,ヤリ,ヤリ,10,人工物-その他,-
眉,マユ,マユ,10,動物-部位,-
坊主,ボウズ,ボウズ,10,人,e
大国,タイコク,タイコク,10,場所-その他,p
コンクリート,コンクリート,コンクリート,10,人工物-その他,-
食器,ショッキ,ショッキ,10,人工物-その他,-
聖書,セイショ,セイショ,10,人工物-その他;抽象物,e
身内,ミウチ,ミウチ,9,人,-
国土,コクド,コクド,10,場所-その他,-
杉,スギ,スギ,10,植物,-
天才,テンサイ,テンサイ,10,人,p
テント,テント,テント,9,人工物-その他,-
店舗,テンポ,テンポ,10,場所-施設,-
エリア,エリア,エリア,10,場所-その他,-
蝦,エビ,エビ,10,動物;人工物-食べ物,-
羽,ハネ,ハネ,10,動物-部位,-
ビニール,ビニール,ビニール,10,人工物-その他,-
枕,マクラ,マクラ,10,人工物-その他,-
ペーパー,ペーパー,ペーパー,10,人工物-その他;抽象物,-
表紙,ヒョウシ,ヒョウシ,10,人工物-その他,-
ステージ,ステージ,ステージ,10,場所-施設,-
顧客,コキャク,コキャク,10,人,p
書簡,ショカン,ショカン,10,人工物-その他,-
ボーイ,ボーイ,ボーイ,10,人,e
容器,ヨウキ,ヨウキ,10,人工物-その他,-
顧問,コモン,コモン,10,人,-
パイプ,パイプ,パイプ,10,人工物-その他,-
漢,カン,カン,10,人,-
寝室,シンシツ,シンシツ,10,場所-施設,e
オレンジ,オレンジ,オレンジ,10,植物;人工物-食べ物,-
政党,セイトウ,セイトウ,10,組織・団体;場所-施設,-
学園,ガクエン,ガクエン,10,組織・団体;場所-施設,-
ロープ,ロープ,ロープ,10,人工物-その他,-
袖,ソデ,ソデ,10,人工物-衣類,-
夫妻,フサイ,フサイ,10,組織・団体,-
パンツ,パンツ,パンツ,8,人工物-衣類,-
藁,ワラ,ワラ,10,植物,-
パートナー,パートナー,パートナー,10,人,-
水面,スイメン,スイメン,10,場所-その他,-
画家,ガカ,ガカ,10,人,e
絵本,エホン,エホン,9,人工物-その他;抽象物,-
乗客,ジョウキャク,ジョウキャク,10,人,e
杖,ツエ,ツエ,10,人工物-その他,-
