単語,読み仮名,読み上げ用,使用範囲,JUMANカテゴリ,評価極性
琴,コト,コト,7,人工物-その他,-
給食,キュウショク,キュウショク,9,人工物-食べ物,-
巫女,フジョ,フジョ,10,人,-
居酒屋,イザカヤ,イザカヤ,10,場所-施設,-
火山,カザン,カザン,10,場所-自然,-
デザイナー,デザイナー,デザイナー,10,人,e
黴,カビ,カビ,9,植物,-
農薬,ノウヤク,ノウヤク,9,人工物-その他,-
祖父母,ソフボ,ソフボ,10,人,-
民家,ミンカ,ミンカ,10,場所-施設,-
異国,イコク,イコク,10,場所-その他,-
水田,スイデン,スイデン,9,場所-その他,-
薬品,ヤクヒン,ヤクヒン,10,人工物-その他,-
小僧,コゾウ,コゾウ,8,人,-
駐在,チュウザイ,チュウザイ,10,人;抽象物,-
果実,カジツ,カジツ,10,植物-部位,-
伯爵,ハクシャク,ハクシャク,9,人,-
海面,カイメン,カイメン,10,場所-その他,-
病棟,ビョウトウ,ビョウトウ,8,場所-施設,-
笛,フエ,フエ,9,人工物-その他,-
太刀,タチ,タチ,7,人工物-その他,-
家臣,カシン,カシン,7,人,-
名物,メイブツ,メイブツ,10,人工物-その他,p
白髪,シラガ,シラガ,9,動物-部位,-
鈴,スズ,スズ,10,人工物-その他,-
同人,ドウニン,ドウニン,10,組織・団体,-
岸,キシ,キシ,9,場所-自然,-
町人,チョウニン,チョウニン,9,人,-
襖,フスマ,フスマ,10,場所-施設部位,-
妃,ヒ,ヒ,8,人,-
内臓,ナイゾウ,ナイゾウ,9,動物-部位,-
捕虜,ホリョ,ホリョ,10,人,-
運河,ウンガ,ウンガ,10,場所-施設,-
草原,ソウゲン,ソウゲン,10,場所-自然,-
大気,タイキ,タイキ,10,自然物,-
ドーム,ドーム,ドーム,10,場所-施設;形・模様,-
袴,ハカマ,ハカマ,10,人工物-衣類,e
扇,オウギ,オウギ,10,人工物-その他,-
店頭,テントウ,テントウ,10,場所-その他,-
部族,ブゾク,ブゾク,10,組織・団体,-
司祭,シサイ,シサイ,10,人,-
道端,ミチバタ,ミチバタ,10,場所-その他,-
書斎,ショサイ,ショサイ,9,場所-施設,-
外人,ガイジン,ガイジン,10,人,-
海峡,カイキョウ,カイキョウ,10,場所-自然,-
唾,ツバ,ツバ,9,自然物,e
店長,テンチョウ,テンチョウ,10,人,-
笊,ザル,ザル,10,人工物-その他,-
冊子,サッシ,サッシ,10,人工物-その他;抽象物,-
鳩,ハト,ハト,9,動物,-
県民,ケンミン,ケンミン,9,人,-
ペア,ペア,ペア,10,組織・団体,-
対岸,タイガン,タイガン,10,場所-自然,-
人前,ヒトマエ,ヒトマエ,10,場所-その他,-
微塵,ミジン,ミジン,10,自然物;抽象物,-
山岳,サンガク,サンガク,10,場所-自然,-
痕跡,コンセキ,コンセキ,10,人工物-その他,e
坂道,サカミチ,サカミチ,10,場所-その他,-
スナック,スナック,スナック,9,場所-施設,-
土手,ドテ,ドテ,9,場所-自然,-
カセット,カセット,カセット,10,人工物-その他,-
人手,ヒトデ,ヒトデ,9,人,p
一味,イチミ,イチミ,10,組織・団体,-
大尉,タイイ,タイイ,10,人,-
ステーション,ステーション,ステーション,10,場所-施設,-
桶,オケ,オケ,9,人工物-その他,-
芸人,ゲイニン,ゲイニン,10,人,-
パイロット,パイロット,パイロット,10,人,e
納豆,ナットウ,ナットウ,10,人工物-食べ物,-
鯛,タイ,タイ,10,動物;人工物-食べ物,e
谷間,タニマ,タニマ,9,場所-自然,-
粥,カユ,カユ,9,人工物-食べ物,-
昆布,コンブ,コンブ,9,植物;人工物-食べ物,-
段落,ダンラク,ダンラク,10,場所-その他,-
筒,ツツ,ツツ,10,人工物-その他,-
総督,ソウトク,ソウトク,10,人,-
上層,ジョウソウ,ジョウソウ,10,場所-その他,-
香水,コウスイ,コウスイ,10,人工物-その他,-
聖人,セイジン,セイジン,9,人,e
姪,メイ,メイ,9,人,-
芝生,シバフ,シバフ,9,植物,-
魔女,マジョ,マジョ,8,人,e
医院,イイン,イイン,8,場所-施設,-
内陸,ナイリク,ナイリク,10,場所-その他,-
鯉,コイ,コイ,10,動物,-
ツリー,ツリー,ツリー,9,植物,-
中将,チュウジョウ,チュウジョウ,8,人,-
公団,コウダン,コウダン,10,組織・団体;場所-施設,-
川岸,カワギシ,カワギシ,9,場所-自然,-
臍,ヘソ,ヘソ,9,動物-部位,-
瓦,カワラ,カワラ,9,人工物-その他,-
親分,オヤブン,オヤブン,10,人,-
全土,ゼンド,ゼンド,10,場所-その他,-
改札,カイサツ,カイサツ,9,場所-施設部位,-
西瓜,スイカ,スイカ,9,植物;人工物-食べ物,-
車体,シャタイ,シャタイ,10,人工物-その他,-
洗剤,センザイ,センザイ,9,人工物-その他,-
爪先,ツマサキ,ツマサキ,10,動物-部位,-
公家,クゲ,クゲ,8,人,-
東方,トウホウ,トウホウ,10,場所-その他,-
首長,シュチョウ,シュチョウ,10,人,-
少佐,ショウサ,ショウサ,8,人,-
苺,イチゴ,イチゴ,9,植物;人工物-食べ物,-
飼い主,カイヌシ,カイヌシ,9,人,-
使節,シセツ,シセツ,10,人,-
キーボード,キーボード,キーボード,9,人工物-その他,-
紫色,ムラサキイロ,ムラサキイロ,10,色,-
炉,ロ,ロ,10,人工物-その他,-
オリーブ,オリーブ,オリーブ,10,植物;人工物-食べ物,-
郷里,キョウリ,キョウリ,10,場所-その他,-
淵,フチ,フチ,10,場所-自然,e
沢,サワ,サワ,10,場所-自然,-
胎児,タイジ,タイジ,9,人,-
インク,インク,インク,10,人工物-その他,-
檜,ヒノキ,ヒノキ,10,植物,-
小道,コミチ,コミチ,10,場所-その他,-
粒子,リュウシ,リュウシ,10,自然物,-
母乳,ボニュウ,ボニュウ,8,自然物,-
途,ト,ト,10,場所-施設,-
下流,カリュウ,カリュウ,10,場所-その他,-
井,イ,イ,10,場所-自然,-
葱,ネギ,ネギ,9,植物;人工物-食べ物,-
缶詰め,カンヅメ,カンヅメ,10,人工物-食べ物,-
御袋,オフクロ,オフクロ,8,人,-
猪,イノシシ,イノシシ,8,動物,-
仇,アダ,アダ,10,人,-
革,カワ,カワ,9,人工物-その他,e
担い手,ニナイテ,ニナイテ,9,人,e
銘柄,メイガラ,メイガラ,10,人工物-その他,-
車輪,シャリン,シャリン,10,人工物-その他,-
独楽,コマ,コマ,10,人工物-その他,-
家人,ケニン,ケニン,10,人,-
教官,キョウカン,キョウカン,10,人,e
ディスプレー,ディスプレー,ディスプレー,10,人工物-その他;抽象物,-
レッド,レッド,レッド,10,色,-
公爵,コウシャク,コウシャク,7,人,-
炭,スミ,スミ,10,自然物,-
別人,ベツジン,ベツジン,10,人,-
広間,ヒロマ,ヒロマ,8,場所-施設,-
図面,ズメン,ズメン,10,人工物-その他,-
血管,ケッカン,ケッカン,10,動物-部位,-
双子,フタゴ,フタゴ,9,人,-
神仏,シンブツ,シンブツ,10,人,-
大師,ダイシ,ダイシ,9,人,-
船舶,センパク,センパク,9,人工物-乗り物,-
グッズ,グッズ,グッズ,9,人工物-その他,e
櫛,クシ,クシ,10,人工物-その他,-
本堂,ホンドウ,ホンドウ,9,場所-施設,-
楓,カエデ,カエデ,8,植物,-
大木,タイボク,タイボク,10,植物,-
山間,サンカン,サンカン,10,場所-自然,-
蒟蒻,コンニャク,コンニャク,9,植物;人工物-食べ物,-
藩士,ハンシ,ハンシ,10,人,-
ストリート,ストリート,ストリート,10,場所-施設,-
内海,ナイカイ,ナイカイ,10,場所-自然,-
楼,ロウ,ロウ,10,場所-施設,-
街路,ガイロ,ガイロ,10,場所-その他,-
本拠,ホンキョ,ホンキョ,10,場所-その他,-
書院,ショイン,ショイン,10,場所-施設,-
バショウ,バショウ,バショウ,9,植物,-
他人事,ヒトゴト,ヒトゴト,10,人,-
牡丹,ボタン,ボタン,9,植物,-
胡椒,コショウ,コショウ,9,植物;人工物-食べ物,-
鮪,マグロ,マグロ,10,動物;人工物-食べ物,-
軍団,グンダン,グンダン,10,組織・団体,-
漁船,ギョセン,ギョセン,10,人工物-乗り物,-
顔面,ズケイ,ズケイ,10,場所-その他,-
バナナ,バナナ,バナナ,10,植物;人工物-食べ物,-
駒,コマ,コマ,10,人工物-その他,-
パッケージ,パッケージ,パッケージ,10,人工物-その他;抽象物,-
蓮華,レンゲ,レンゲ,7,植物,-
プレート,プレート,プレート,10,人工物-その他,-
大蒜,ニンニク,ニンニク,9,植物;人工物-食べ物,-
妻子,サイシ,サイシ,9,組織・団体,-
代物,シロモノ,シロモノ,10,人;人工物-その他,-
コンビ,コンビ,コンビ,10,組織・団体,-
トランク,トランク,トランク,10,人工物-その他,-
神殿,シンデン,シンデン,9,場所-施設,-
おっぱい,オッパイ,オッパイ,7,動物-部位,e
カルシウム,カルシウム,カルシウム,10,自然物,-
田園,デンエン,デンエン,10,場所-その他,-
尼,アマ,アマ,8,人,-
手本,テホン,テホン,10,人工物-その他;抽象物,-
土間,ドマ,ドマ,9,場所-施設部位,-
頭部,トウブ,トウブ,10,動物-部位,-
花嫁,ハナヨメ,ハナヨメ,8,人,-
野原,ノハラ,ノハラ,10,場所-自然,-
紙面,シメン,シメン,10,場所-その他,-
親類,シンルイ,シンルイ,10,人,-
宮中,キュウチュウ,キュウチュウ,8,場所-その他,-
欠片,カケラ,カケラ,10,人工物-その他,-
精子,セイシ,セイシ,10,動物-部位,e
次官,ジカン,ジカン,10,人,-
胡瓜,キュウリ,キュウリ,9,植物;人工物-食べ物,-
行き先,イキサキ,イキサキ,9,場所-その他,-
レモン,レモン,レモン,10,植物;人工物-食べ物,-
平面,ヘイメン,ヘイメン,10,場所-その他,-
焼酎,ショウチュウ,ショウチュウ,9,人工物-食べ物,-
エアコン,エアコン,エアコン,8,人工物-その他,-
宿舎,シュクシャ,シュクシャ,10,場所-施設,-
足首,アシクビ,アシクビ,9,動物-部位,-
シール,シール,シール,10,人工物-その他,-
芝,シバ,シバ,10,植物,-
政界,セイカイ,セイカイ,9,場所-その他,-
レール,レール,レール,10,場所-施設,-
海底,カイテイ,カイテイ,10,場所-自然,-
ジャングル,ジャングル,ジャングル,10,場所-自然,-
標識,ヒョウシキ,ヒョウシキ,10,人工物-その他,-
櫓,ヤグラ,ヤグラ,9,場所-施設,-
惑星,ワクセイ,ワクセイ,10,自然物,-
肝臓,カンゾウ,カンゾウ,10,動物-部位,-
骨格,コッカク,コッカク,10,動物-部位;抽象物,-
北西,ホクセイ,ホクセイ,9,場所-その他,-
各社,カクシャ,カクシャ,10,組織・団体,-
ビワ,ビワ,ビワ,10,植物;人工物-食べ物,-
連隊,レンタイ,レンタイ,10,組織・団体,-
梨,ナシ,ナシ,10,植物;人工物-食べ物,-
クーラー,クーラー,クーラー,10,人工物-その他,-
フィルター,フィルター,フィルター,10,人工物-その他,-
レーザー,レーザー,レーザー,8,人工物-その他,-
提灯,チョウチン,チョウチン,8,人工物-その他,-
海洋,カイヨウ,カイヨウ,10,場所-その他,-
家電,カデン,カデン,9,人工物-その他,-
堤防,テイボウ,テイボウ,10,場所-施設,-
外界,ガイカイ,ガイカイ,10,場所-その他,-
柿,カキ,カキ,10,植物,-
屏風,ビョウブ,ビョウブ,8,人工物-その他,-
炭素,タンソ,タンソ,10,自然物,-
液晶,エキショウ,エキショウ,8,人工物-その他,-
達磨,ダルマ,ダルマ,10,人工物-その他,-
来客,ライキャク,ライキャク,10,人,-
実物,ジツブツ,ジツブツ,10,人工物-その他,-
軍部,グンブ,グンブ,10,組織・団体,-
極楽,ゴクラク,ゴクラク,10,場所-その他,-
ベンチャー,ベンチャー,ベンチャー,10,組織・団体,e
キャベツ,キャベツ,キャベツ,10,植物;人工物-食べ物,-
褒美,ホウビ,ホウビ,10,人工物-その他;抽象物,-
藤,フジ,フジ,9,植物,-
御握り,オニギリ,オニギリ,10,人工物-食べ物,-
花弁,ハナビラ,ハナビラ,9,植物-部位,e
原発,ゲンパツ,ゲンパツ,9,場所-施設,e
ベイ,ベイ,ベイ,10,場所-自然,-
山地,サンチ,サンチ,10,場所-その他,e
全域,ゼンイキ,ゼンイキ,10,場所-その他,-
生体,セイタイ,セイタイ,10,動物,-
アーチスト,アーチスト,アーチスト,9,人,e
ゾーン,ゾーン,ゾーン,10,場所-その他,-
一室,イッシツ,イッシツ,10,場所-施設,-
公民,コウミン,コウミン,10,人,-
椰子,ヤシ,ヤシ,10,植物;人工物-食べ物,-
塵箱,ゴミバコ,ゴミバコ,10,人工物-その他,-
蠅,ハエ,ハエ,10,動物,-
ディーラー,ディーラー,ディーラー,9,人,-
彼氏,カレシ,カレシ,8,人,-
鍬,クワ,クワ,10,人工物-その他,-
和尚,オショウ,オショウ,9,人,-
劇団,ゲキダン,ゲキダン,9,組織・団体,-
樫,カシ,カシ,9,植物,-
ピストル,ピストル,ピストル,10,人工物-その他,-
茎,クキ,クキ,9,植物-部位,-
ミネラル,ミネラル,ミネラル,9,自然物,p
雀,スズメ,スズメ,9,動物,-
付け根,ツケネ,ツケネ,9,場所-その他,-
投手,トウシュ,トウシュ,9,人,-
パイ,パイ,パイ,9,人工物-食べ物;数量,-
大橋,オオハシ,オオハシ,9,場所-施設,-
盆地,ボンチ,ボンチ,9,場所-自然,-
杭,クイ,クイ,9,人工物-その他,-
電球,デンキュウ,デンキュウ,9,人工物-その他,-
天子,テンシ,テンシ,9,人,-
宮内,クナイ,クナイ,10,場所-その他,-
軍国,グンコク,グンコク,10,組織・団体,-
同胞,ドウホウ,ドウホウ,10,人,-
蜻蛉,トンボ,トンボ,9,動物,-
眼前,ガンゼン,ガンゼン,9,場所-その他,-
歩兵,フヒョウ,フヒョウ,10,人,-
シーツ,シーツ,シーツ,9,人工物-その他,-
種子,シュシ,シュシ,10,人工物-その他,e
地蔵,ジゾウ,ジゾウ,8,人,-
中尉,チュウイ,チュウイ,8,人,-
聴衆,チョウシュウ,チョウシュウ,10,人,e
支局,シキョク,シキョク,10,場所-施設,-
万葉,マンヨウ,マンヨウ,8,植物-部位;時間,-
性器,セイキ,セイキ,9,動物-部位,-
付録,フロク,フロク,10,人工物-その他,-
海辺,ウミベ,ウミベ,9,場所-自然,-
毛皮,ケガワ,ケガワ,9,動物-部位,-
夕日,ユウヒ,ユウヒ,10,自然物,-
鮎,アユ,アユ,10,動物;人工物-食べ物,-
漬け物,ツケモノ,ツケモノ,9,人工物-食べ物,-
王子,オウジ,オウジ,9,人,-
夕刊,ユウカン,ユウカン,10,人工物-その他,-
省庁,ショウチョウ,ショウチョウ,10,組織・団体,-
山羊,ヤギ,ヤギ,10,動物,-
関白,カンパク,カンパク,8,人,-
天辺,テッペン,テッペン,9,場所-その他,-
遊女,ユウジョ,ユウジョ,8,人,-
端末,タンマツ,タンマツ,9,人工物-その他,-
小便,ショウベン,ショウベン,9,自然物,e
山村,サンソン,サンソン,10,場所-その他,-
借家,シャクヤ,シャクヤ,10,場所-施設,-
事典,ジテン,ジテン,10,人工物-その他;抽象物,-
側近,ソッキン,ソッキン,10,人,-
天麩羅,テンプラ,テンプラ,8,人工物-食べ物,-
朱,シュ,シュ,9,色,-
提督,テイトク,テイトク,9,人,-
領事,リョウジ,リョウジ,9,人,-
肉親,ニクシン,ニクシン,10,人,-
母体,ボタイ,ボタイ,10,動物;抽象物,-
官吏,カンリ,カンリ,10,人,-
スピーカー,スピーカー,スピーカー,10,人工物-その他,-
薬局,ヤッキョク,ヤッキョク,10,場所-施設,-
インター,インター,インター,10,場所-施設,-
店主,テンシュ,テンシュ,10,人,-
総長,ソウチョウ,ソウチョウ,10,人,-
暖簾,ノレン,ノレン,10,人工物-その他,-
植木,ウエキ,ウエキ,10,植物,-
流域,リュウイキ,リュウイキ,10,場所-その他,-
面目,メンボク,メンボク,10,動物-部位,p
田畑,タハタ,タハタ,10,場所-その他,-
テラス,テラス,テラス,10,場所-施設部位,-
義父,ギフ,ギフ,10,人,e
物差し,モノサシ,モノサシ,10,人工物-その他,-
昆虫,コンチュウ,コンチュウ,9,動物,e
商会,ショウカイ,ショウカイ,10,組織・団体,-
プリンター,プリンター,プリンター,9,人工物-その他,-
ゲイ,ゲイ,ゲイ,9,人,-
胴,ドウ,ドウ,9,動物-部位,-
農場,ノウジョウ,ノウジョウ,10,場所-その他,-
平地,ヘイチ,ヘイチ,9,場所-その他,-
クリスチャン,クリスチャン,クリスチャン,10,人,e
資材,シザイ,シザイ,10,人工物-その他,-
雑草,ザッソウ,ザッソウ,10,植物,e
口頭,コウトウ,コウトウ,10,動物-部位,e
武者,ムシャ,ムシャ,9,人,-
ポジション,ポジション,ポジション,10,場所-その他,-
陣営,ジンエイ,ジンエイ,10,組織・団体;場所-その他,-
新婦,シンプ,シンプ,7,人,-
ライス,ライス,ライス,10,人工物-食べ物,-
老舗,シニセ,シニセ,10,場所-施設,p
阿弥陀,アミダ,アミダ,7,人,-
料亭,リョウテイ,リョウテイ,10,場所-施設,-
御上,オカミ,オカミ,9,人,-
司教,シキョウ,シキョウ,9,人,-
砦,トリデ,トリデ,10,場所-施設,-
原告,ゲンコク,ゲンコク,10,人,-
ドラム,ドラム,ドラム,10,人工物-その他,-
ダイニング,ダイニング,ダイニング,9,場所-施設,-
師団,シダン,シダン,9,組織・団体,-
鰯,イワシ,イワシ,10,動物;人工物-食べ物,-
梯子,ハシゴ,ハシゴ,10,人工物-その他,-
与党,ヨトウ,ヨトウ,10,組織・団体,-
スポンサー,スポンサー,スポンサー,10,人,-
ダイヤル,ダイヤル,ダイヤル,9,人工物-その他;抽象物,-
海中,カイチュウ,カイチュウ,10,場所-自然,-
ターミナル,ターミナル,ターミナル,10,場所-施設,-
豪族,ゴウゾク,ゴウゾク,9,人,-
土砂,ドシャ,ドシャ,10,自然物,e
ゲスト,ゲスト,ゲスト,10,人,e
常連,ジョウレン,ジョウレン,10,人,e
村落,ソンラク,ソンラク,10,場所-その他,-
鞘,サヤ,サヤ,10,人工物-その他,-
饅頭,マンジュウ,マンジュウ,10,人工物-食べ物,-
コンパクト,コンパクト,コンパクト,10,人工物-その他,p
丸太,マルタ,マルタ,9,人工物-その他,-
朝刊,チョウカン,チョウカン,10,人工物-その他,-
ヘリコプター,ヘリコプター,ヘリコプター,10,人工物-乗り物,-
持ち物,モチモノ,モチモノ,10,人工物-その他,-
湾岸,ワンガン,ワンガン,10,場所-自然,-
コンタクト,コンタクト,コンタクト,10,人工物-その他;抽象物,-
材木,ザイモク,ザイモク,10,人工物-その他,-
次長,ジチョウ,ジチョウ,10,人,-
村長,ソンチョウ,ソンチョウ,9,人,-
模型,モケイ,モケイ,10,人工物-その他,-
排気,ハイキ,ハイキ,10,人工物-その他;抽象物,-
橇,ソリ,ソリ,9,人工物-乗り物,-
浴衣,ユカタ,ユカタ,10,人工物-衣類,-
内地,ナイチ,ナイチ,10,場所-その他,-
ブラシ,ブラシ,ブラシ,10,人工物-その他,-
ダイヤモンド,ダイヤモンド,ダイヤモンド,10,自然物,-
用紙,ヨウシ,ヨウシ,10,人工物-その他,-
路面,ロメン,ロメン,10,場所-その他,-
山林,サンリン,サンリン,10,場所-自然,-
バッテリー,バッテリー,バッテリー,10,組織・団体;人工物-その他,-
バケツ,バケツ,バケツ,8,人工物-その他,-
蕎麦,ソバ,ソバ,9,植物;人工物-食べ物,-
石段,イシダン,イシダン,8,場所-施設,-
子弟,シテイ,シテイ,10,人,-
邸宅,テイタク,テイタク,10,場所-施設,-
砂浜,スナハマ,スナハマ,9,場所-自然,-
マニア,マニア,マニア,10,人,e
極東,キョクトウ,キョクトウ,10,場所-その他,-
球場,キュウジョウ,キュウジョウ,8,場所-施設,-
壕,ゴウ,ゴウ,8,場所-その他,e
鎧,ヨロイ,ヨロイ,10,人工物-衣類,-
木戸,キド,キド,10,場所-施設,-
大通り,オオドオリ,オオドオリ,10,場所-その他,-
胡桃,クルミ,クルミ,9,植物;人工物-食べ物,-
トリック,トリック,トリック,10,人工物-その他,-
水素,スイソ,スイソ,10,自然物,-
艦長,カンチョウ,カンチョウ,7,人,-
高台,タカダイ,タカダイ,8,場所-その他,-
医薬,イヤク,イヤク,10,人工物-その他,-
本線,ホンセン,ホンセン,10,場所-施設,-
元素,ゲンソ,ゲンソ,10,自然物,-
苗,ナエ,ナエ,10,植物,-
手摺,テスリ,テスリ,9,場所-施設部位,-
鯖,サバ,サバ,10,動物;人工物-食べ物,-
青少年,セイショウネン,セイショウネン,10,人,e
夜空,ヨゾラ,ヨゾラ,10,場所-自然,-
肴,サカナ,サカナ,8,人工物-食べ物,-
弾丸,ダンガン,ダンガン,9,人工物-その他,e
屋台,ヤタイ,ヤタイ,8,場所-施設,-
御殿,ゴテン,ゴテン,10,場所-施設,-
当番,トウバン,トウバン,8,人;抽象物,-
祭壇,サイダン,サイダン,8,人工物-その他,-
青色,アオイロ,アオイロ,10,色,-
聖堂,セイドウ,セイドウ,7,場所-施設,-
達人,タツジン,タツジン,9,人,p
山麓,サンロク,サンロク,10,場所-自然,-
両目,リョウメ,リョウメ,10,動物-部位,-
地平,チヘイ,チヘイ,10,場所-自然,-
艇,テイ,テイ,9,人工物-乗り物,-
織物,オリモノ,オリモノ,10,人工物-その他,-
枕元,マクラモト,マクラモト,10,場所-その他,-
メダル,メダル,メダル,10,人工物-その他,p
炭酸,タンサン,タンサン,8,自然物,-
倅,セガレ,セガレ,8,人,-
山荘,サンソウ,サンソウ,9,場所-施設,-
主君,シュクン,シュクン,7,人,-
首筋,クビスジ,クビスジ,8,動物-部位,-
雑貨,ザッカ,ザッカ,9,人工物-その他,e
老女,ロウジョ,ロウジョ,7,人,-
鱗,ウロコ,ウロコ,9,動物-部位,-
腹部,フクブ,フクブ,9,動物-部位,-
密室,ミッシツ,ミッシツ,9,場所-その他,-
高山,タカヤマ,タカヤマ,10,場所-自然,-
三男,サンナン,サンナン,9,人,-
石垣,イシガキ,イシガキ,9,場所-施設部位,-
縁側,エンガワ,エンガワ,8,場所-施設部位,-
ティッシュ,ティッシュ,ティッシュ,9,人工物-その他,-
刃物,ハモノ,ハモノ,10,人工物-その他,e
一門,イチモン,イチモン,8,組織・団体,-
次女,ジジョ,ジジョ,10,人,-
ディレクター,ディレクター,ディレクター,10,人,-
プロデューサー,プロデューサー,プロデューサー,10,人,e
乙女,オトメ,オトメ,10,人,e
ハーブ,ハーブ,ハーブ,10,植物,-
家主,ヤヌシ,ヤヌシ,9,人,-
仏壇,ブツダン,ブツダン,10,人工物-その他,-
ヨット,ヨット,ヨット,10,人工物-乗り物,-
在庫,ザイコ,ザイコ,10,人工物-その他;抽象物,e
下層,カソウ,カソウ,10,場所-その他,-
ホスト,ホスト,ホスト,10,人,-
堤,ツツミ,ツツミ,10,場所-施設,-
樽,タリ,タリ,10,人工物-その他,-
藪,ヤブ,ヤブ,10,場所-自然,-
錦,ニシキ,ニシキ,10,人工物-その他,-
器官,キカン,キカン,10,動物-部位,-
ゼリー,ゼリー,ゼリー,9,人工物-食べ物,-
新車,シンシャ,シンシャ,9,人工物-乗り物,p
陶器,トウキ,トウキ,9,人工物-その他,-
水路,スイロ,スイロ,10,場所-施設,-
白鳥,ハクチョウ,ハクチョウ,9,動物,-
中隊,チュウタイ,チュウタイ,8,組織・団体,-
家老,カロウ,カロウ,8,人,-
糖,トウ,トウ,9,人工物-食べ物;自然物,e
一団,イチダン,イチダン,10,組織・団体,e
棺,ヒツギ,ヒツギ,9,人工物-その他,-
印鑑,インカン,インカン,10,人工物-その他,-
宅地,タクチ,タクチ,10,場所-その他,-
肛門,コウモン,コウモン,8,動物-部位,e
官邸,カンテイ,カンテイ,9,場所-施設,-
両腕,リョウウデ,リョウウデ,9,動物-部位,-
タワー,タワー,タワー,10,場所-施設,-
