単語,読み仮名,読み上げ用,使用範囲,JUMANカテゴリ,評価極性
ブラウス,ブラウス,ブラウス,8,人工物-衣類,-
裏面,リメン,リメン,10,場所-その他,-
浴室,ヨクシツ,ヨクシツ,9,場所-施設,-
水上,スイジョウ,スイジョウ,9,場所-その他,-
町長,チョウチョウ,チョウチョウ,9,人,-
モーター,モーター,モーター,10,人工物-その他,-
ポット,ポット,ポット,10,人工物-その他,-
酵素,コウソ,コウソ,9,自然物,p
ミシン,ミシン,ミシン,9,人工物-その他,-
新郎,シンロウ,シンロウ,8,人,-
大砲,タイホウ,タイホウ,10,人工物-その他,-
本店,ホンテン,ホンテン,10,場所-施設,-
足場,アシバ,アシバ,10,場所-その他,-
公安,コウアン,コウアン,8,組織・団体,e
機体,キタイ,キタイ,10,人工物-その他,-
キャプテン,キャプテン,キャプテン,9,人,-
標的,ヒョウテキ,ヒョウテキ,10,人工物-その他,-
近親,キンシン,キンシン,10,人,-
ヨーグルト,ヨーグルト,ヨーグルト,9,人工物-食べ物,-
牙,キバ,キバ,9,動物-部位,-
宰相,サイショウ,サイショウ,8,人,-
古墳,コフン,コフン,7,場所-施設,-
口紅,クチベニ,クチベニ,9,人工物-その他,-
領地,リョウチ,リョウチ,10,場所-その他,-
一身,イッシン,イッシン,10,動物,-
最寄り,モヨリ,モヨリ,10,場所-その他,-
国旗,コッキ,コッキ,10,人工物-その他,-
垣,カキ,カキ,10,場所-施設部位,-
スライド,スライド,スライド,10,人工物-その他;抽象物,-
城主,ジョウシュ,ジョウシュ,10,人,-
チューブ,チューブ,チューブ,8,人工物-その他,-
草履,ゾウリ,ゾウリ,10,人工物-衣類,-
ホステス,ホステス,ホステス,9,人,-
如来,ニョライ,ニョライ,9,人,-
並木,ナミキ,ナミキ,10,植物,-
鴇,トキ,トキ,10,動物,-
判事,ハンジ,ハンジ,9,人,-
襞,ヒダ,ヒダ,10,人工物-衣類,-
配下,ハイカ,ハイカ,10,人,-
好物,コウブツ,コウブツ,10,人工物-食べ物,-
褐色,カッショク,カッショク,9,色,-
召し使い,メシツカイ,メシツカイ,8,人,-
稲荷,イナリ,イナリ,9,組織・団体;人工物-食べ物;場所-施設,-
カッター,カッター,カッター,10,人工物-その他,-
球団,キュウダン,キュウダン,8,組織・団体,-
横顔,ヨコガオ,ヨコガオ,9,動物-部位,-
マヨネーズ,マヨネーズ,マヨネーズ,9,人工物-食べ物,-
殿下,デンカ,デンカ,9,人,-
薬剤,ヤクザイ,ヤクザイ,9,人工物-その他,-
鷲,ワシ,ワシ,9,動物,-
列強,レッキョウ,レッキョウ,10,場所-その他,-
水着,ミズギ,ミズギ,10,人工物-衣類,-
ブーツ,ブーツ,ブーツ,8,人工物-衣類,-
ガール,ガール,ガール,10,人,-
ピザ,ピザ,ピザ,7,人工物-食べ物,-
現物,ゲンブツ,ゲンブツ,10,人工物-その他,-
鰹,カツオ,カツオ,10,動物;人工物-食べ物,-
内装,ナイソウ,ナイソウ,10,場所-施設部位,-
海域,カイイキ,カイイキ,10,場所-その他,-
屋外,オクガイ,オクガイ,10,場所-その他,-
熱気,ネッキ,ネッキ,10,自然物;抽象物,p
兜,カブト,カブト,8,人工物-衣類,-
落葉,ラクヨウ,ラクヨウ,8,植物-部位,e
家々,イエイエ,イエイエ,10,場所-施設,-
目印,メジルシ,メジルシ,10,人工物-その他,-
縫い包み,ヌイグルミ,ヌイグルミ,9,人工物-その他,-
コーラ,コーラ,コーラ,10,人工物-食べ物,-
蝙蝠,コウモリ,コウモリ,8,動物,-
野外,ヤガイ,ヤガイ,9,場所-その他,-
寝床,ネドコ,ネドコ,9,場所-その他,-
棘,トゲ,トゲ,9,植物-部位,-
西方,セイホウ,セイホウ,9,場所-その他,-
港湾,コウワン,コウワン,10,場所-施設,-
ボルト,ボルト,ボルト,9,人工物-その他,-
花束,ハナタバ,ハナタバ,10,人工物-その他,e
両端,リョウタン,リョウタン,10,場所-その他,-
舅,シュウト,シュウト,8,人,-
白色,ハクショク,ハクショク,10,色,e
デザート,デザート,デザート,10,人工物-食べ物,-
王妃,オウヒ,オウヒ,9,人,-
要員,ヨウイン,ヨウイン,10,人,-
当地,トウチ,トウチ,10,場所-その他,-
笹,ササ,ササ,9,植物,-
下水,ゲスイ,ゲスイ,10,人工物-その他,-
覚え書き,オボエガキ,オボエガキ,10,人工物-その他,-
信徒,シント,シント,9,人,-
シチュー,シチュー,シチュー,9,人工物-食べ物,-
蔦,ツタ,ツタ,9,植物,-
当主,トウシュ,トウシュ,10,人,-
クッキー,クッキー,クッキー,10,人工物-食べ物,-
草木,クサキ,クサキ,10,植物,-
構内,コウナイ,コウナイ,10,場所-その他,-
鶴,ツル,ツル,10,動物,-
右腕,ミギウデ,ミギウデ,9,動物-部位,-
パーツ,パーツ,パーツ,9,人工物-その他,-
地表,チヒョウ,チヒョウ,10,場所-その他,-
妊婦,ニンプ,ニンプ,9,人,-
蜜,ミツ,ミツ,9,自然物,-
野党,ヤトウ,ヤトウ,10,組織・団体,-
居所,キョショ,キョショ,10,場所-その他,-
財界,ザイカイ,ザイカイ,9,場所-その他,-
臓器,ゾウキ,ゾウキ,10,動物-部位,-
袂,タモト,タモト,9,人工物-その他,-
水夫,スイフ,スイフ,7,人,-
真珠,シンジュ,シンジュ,10,自然物,-
新品,シンピン,シンピン,10,人工物-その他,p
八方,ハッポウ,ハッポウ,10,場所-その他,-
竹の子,タケノコ,タケノコ,10,植物-部位;人工物-食べ物,-
公社,コウシャ,コウシャ,9,組織・団体,-
煙突,エントツ,エントツ,9,場所-施設部位,-
プリンス,プリンス,プリンス,10,人,p
新田,シンデン,シンデン,9,場所-その他,-
垣根,カキネ,カキネ,10,場所-施設部位;抽象物,e
鉛,ナマリ,ナマリ,10,自然物,e
マガジン,マガジン,マガジン,10,人工物-その他,-
プロテスタント,プロテスタント,プロテスタント,10,人,-
パトカー,パトカー,パトカー,9,人工物-乗り物,e
フルーツ,フルーツ,フルーツ,9,人工物-食べ物,-
寺社,ジシャ,ジシャ,10,組織・団体,-
古本,フルホン,フルホン,9,人工物-その他,e
遺物,イブツ,イブツ,10,人工物-その他;抽象物,e
菩薩,ボサツ,ボサツ,9,人,e
漆,ウルシ,ウルシ,9,植物,-
門前,モンゼン,モンゼン,9,場所-その他,-
母屋,オモヤ,オモヤ,9,場所-施設,-
王女,オウジョ,オウジョ,8,人,-
代官,ダイカン,ダイカン,10,人,-
法華,ホケ,ホケ,7,組織・団体;抽象物,-
王家,オウケ,オウケ,8,組織・団体,-
葉っぱ,ハッパ,ハッパ,9,植物-部位,-
麻,アサ,アサ,9,植物,-
官軍,カングン,カングン,8,組織・団体,-
脛,スネ,スネ,8,動物-部位,-
隊員,タイイン,タイイン,10,人,-
陸地,リクチ,リクチ,10,場所-自然,-
付き物,ツキモノ,ツキモノ,10,人工物-その他,-
部位,ブイ,ブイ,10,場所-その他,-
銀色,ギンイロ,ギンイロ,8,色,-
頭巾,ズキン,ズキン,9,人工物-衣類,e
飲み屋,ノミヤ,ノミヤ,10,場所-施設,-
一派,イッパ,イッパ,10,組織・団体,-
石器,セッキ,セッキ,8,人工物-その他,-
男爵,ダンシャク,ダンシャク,10,人,-
党員,トウイン,トウイン,9,人,-
中高年,チュウコウネン,チュウコウネン,10,人,-
クッション,クッション,クッション,9,人工物-その他,-
アルミ,アルミ,アルミ,10,自然物,-
閣僚,カクリョウ,カクリョウ,8,人,-
未亡人,ミボウジン,ミボウジン,10,人,-
界隈,カイワイ,カイワイ,10,場所-その他,-
火燵,コタツ,コタツ,10,人工物-その他,-
母国,ボコク,ボコク,10,場所-その他,-
際限,サイゲン,サイゲン,10,場所-その他,e
河童,カッパ,カッパ,10,動物,-
チキン,チキン,チキン,10,人工物-食べ物,-
線香,センコウ,センコウ,7,人工物-その他,-
女史,ジョシ,ジョシ,9,人,-
種族,シュゾク,シュゾク,10,組織・団体,-
膣,チツ,チツ,8,動物-部位,-
ヘルパー,ヘルパー,ヘルパー,10,人,-
派閥,ハバツ,ハバツ,10,組織・団体,-
生身,ナマミ,ナマミ,10,動物,-
拍車,ハクシャ,ハクシャ,10,人工物-その他;抽象物,-
赤色,アカイロ,アカイロ,9,色,-
アイテム,アイテム,アイテム,9,人工物-その他,-
奥底,オクソコ,オクソコ,10,場所-その他,-
ヘリ,ヘリ,ヘリ,8,人工物-乗り物,-
蕾,ツボミ,ツボミ,8,植物-部位,-
金剛,コンゴウ,コンゴウ,8,人工物-その他,-
中堅,チュウケン,チュウケン,10,人,-
ポンプ,ポンプ,ポンプ,10,人工物-その他,-
燕,ツバメ,ツバメ,8,動物,-
高官,コウカン,コウカン,10,人,-
皇族,コウゾク,コウゾク,10,組織・団体,-
びら,ビラ,ビラ,10,人工物-その他,-
余人,ヨジン,ヨジン,8,人,-
チャンピオン,チャンピオン,チャンピオン,10,人,p
茂み,シゲミ,シゲミ,8,場所-自然,-
栓,セン,セン,9,人工物-その他,-
当方,トウホウ,トウホウ,10,場所-その他,-
鰤,ブリ,ブリ,10,動物;人工物-食べ物,-
苔,コケ,コケ,9,植物,-
床の間,トコノマ,トコノマ,9,場所-施設部位,-
刺繍,シシュウ,シシュウ,9,人工物-その他;抽象物,-
籤,クジ,クジ,10,人工物-その他,-
女人,ニョニン,ニョニン,8,人,-
粘土,ネンド,ネンド,10,自然物,-
証書,ショウショ,ショウショ,9,人工物-その他,-
笠,カサ,カサ,8,人工物-その他,-
ホームレス,ホームレス,ホームレス,9,人,-
ガム,ガム,ガム,10,人工物-食べ物,-
グラウンド,グラウンド,グラウンド,10,場所-施設,-
切れ目,キレメ,キレメ,10,場所-その他,-
壁面,ヘキメン,ヘキメン,10,場所-その他,-
焼き肉,ヤキニク,ヤキニク,9,人工物-食べ物,-
キット,キット,キット,9,人工物-その他,-
結社,ケッシャ,ケッシャ,10,組織・団体,-
手拭い,テヌグイ,テヌグイ,8,人工物-その他,-
街頭,ガイトウ,ガイトウ,10,場所-その他,-
廃虚,ハイキョ,ハイキョ,10,場所-施設;抽象物,-
伝票,デンピョウ,デンピョウ,9,人工物-その他,-
裏手,ウラテ,ウラテ,9,場所-その他,-
目先,メサキ,メサキ,10,場所-その他;時間,-
白紙,ハクシ,ハクシ,10,人工物-その他,-
アクセル,アクセル,アクセル,10,人工物-その他,-
化石,カセキ,カセキ,10,自然物,e
船頭,センドウ,センドウ,8,人,-
台地,ダイチ,ダイチ,8,場所-その他,-
蜂蜜,ハチミツ,ハチミツ,9,人工物-食べ物;自然物,-
風船,フウセン,フウセン,9,人工物-その他,-
フェリー,フェリー,フェリー,10,人工物-乗り物,-
賜物,タマモノ,タマモノ,10,人工物-その他,-
装束,ショウゾク,ショウゾク,8,人工物-衣類,-
南蛮,ナンバン,ナンバン,9,場所-その他,-
麒麟,キリン,キリン,9,動物,e
志士,シシ,シシ,9,人,-
欅,ケヤキ,ケヤキ,7,植物,-
アカデミー,アカデミー,アカデミー,10,組織・団体;場所-施設,-
炭鉱,タンコウ,タンコウ,9,人工物-その他,-
タイル,タイル,タイル,9,人工物-その他,-
白衣,ハクイ,ハクイ,10,人工物-衣類,-
オーブン,オーブン,オーブン,10,人工物-その他,-
航路,コウロ,コウロ,10,場所-その他,-
魚雷,ギョライ,ギョライ,8,人工物-その他,-
物産,ブッサン,ブッサン,10,人工物-その他,-
本場,ホンバ,ホンバ,10,場所-その他,-
導体,ドウタイ,ドウタイ,8,自然物,-
借地,シャクチ,シャクチ,8,場所-その他,-
外食,ガイショク,ガイショク,9,人工物-食べ物,-
電器,デンキ,デンキ,10,人工物-その他,-
白書,ハクショ,ハクショ,10,人工物-その他;抽象物,-
コンサルタント,コンサルタント,コンサルタント,9,人,-
浜辺,ハマベ,ハマベ,10,場所-自然,-
パスタ,パスタ,パスタ,9,人工物-食べ物,-
臼,ウス,ウス,10,人工物-その他,-
匙,サジ,サジ,9,人工物-その他,-
パジャマ,パジャマ,パジャマ,8,人工物-衣類,-
ハンバーガー,ハンバーガー,ハンバーガー,10,人工物-食べ物,-
小指,コユビ,コユビ,9,動物-部位,-
包帯,ホウタイ,ホウタイ,9,人工物-その他,-
ヒーロー,ヒーロー,ヒーロー,10,人,p
和食,ワショク,ワショク,9,人工物-食べ物,e
海豚,イルカ,イルカ,8,動物,-
ペダル,ペダル,ペダル,10,人工物-その他,-
教祖,キョウソ,キョウソ,9,人,e
弾薬,ダンヤク,ダンヤク,9,人工物-その他,e
城壁,ジョウヘキ,ジョウヘキ,7,場所-施設部位,-
梅干し,ウメボシ,ウメボシ,9,人工物-食べ物,-
蕗,フキ,フキ,9,植物;人工物-食べ物,-
男児,ダンジ,ダンジ,9,人,-
唐辛子,トウガラシ,トウガラシ,9,植物;人工物-食べ物,-
金髪,キンパツ,キンパツ,9,動物-部位,-
工房,コウボウ,コウボウ,7,場所-施設,-
帰り道,カエリミチ,カエリミチ,10,場所-その他,-
客室,キャクシツ,キャクシツ,8,場所-施設,-
文人,ブンジン,ブンジン,9,人,p
庁舎,チョウシャ,チョウシャ,9,場所-施設,-
船員,センイン,センイン,9,人,-
電機,デンキ,デンキ,10,人工物-その他,-
斧,オノ,オノ,10,人工物-その他,-
フライパン,フライパン,フライパン,9,人工物-その他,-
エース,エース,エース,10,人,-
鉄鋼,テッコウ,テッコウ,10,人工物-その他,e
公使,コウシ,コウシ,8,人,-
行く手,ユクテ,ユクテ,9,場所-その他,e
後進,コウシン,コウシン,10,人,e
火薬,カヤク,カヤク,9,人工物-その他,-
別冊,ベッサツ,ベッサツ,10,人工物-その他;抽象物,-
小手,コテ,コテ,10,動物-部位;人工物-衣類;抽象物,-
粉末,フンマツ,フンマツ,10,人工物-その他,-
駱駝,ラクダ,ラクダ,9,動物,-
梟,フクロウ,フクロウ,8,動物,-
支柱,シチュウ,シチュウ,10,人工物-その他,-
和室,ワシツ,ワシツ,8,場所-施設,e
動植物,ドウショクブツ,ドウショクブツ,10,動物;植物,-
校庭,コウテイ,コウテイ,10,場所-施設,-
仏像,ブツゾウ,ブツゾウ,7,人工物-その他,-
荒野,アラノ,アラノ,10,場所-自然,e
ブリッジ,ブリッジ,ブリッジ,10,場所-施設,-
糧,カテ,カテ,10,人工物-食べ物,-
煮物,ニモノ,ニモノ,10,人工物-食べ物,-
裏口,ウラグチ,ウラグチ,9,場所-施設部位;抽象物,-
憲兵,ケンペイ,ケンペイ,8,人,-
アダルト,アダルト,アダルト,10,人,-
原油,ゲンユ,ゲンユ,9,自然物,e
衣料,イリョウ,イリョウ,10,人工物-衣類,-
ジャー,ジャー,ジャー,9,人工物-その他,-
氷河,ヒョウガ,ヒョウガ,10,自然物,-
重り,オモリ,オモリ,10,人工物-その他,-
漁場,ギョバ,ギョバ,9,場所-その他,-
小川,オガワ,オガワ,9,場所-自然,-
灘,ナダ,ナダ,10,場所-その他,-
学界,ガッカイ,ガッカイ,9,場所-その他,-
鰹節,カツオブシ,カツオブシ,9,人工物-食べ物,-
マフラー,マフラー,マフラー,8,人工物-衣類,-
尾根,オネ,オネ,8,場所-自然,-
乳母,ウバ,ウバ,9,人,-
歌人,カジン,カジン,8,人,-
蕪,カブ,カブ,9,植物;人工物-食べ物,-
窒素,チッソ,チッソ,9,自然物,-
店先,ミセサキ,ミセサキ,9,場所-その他,-
リュック,リュック,リュック,10,人工物-その他,-
要塞,ヨウサイ,ヨウサイ,9,場所-施設,-
インテリア,インテリア,インテリア,9,人工物-その他,e
王者,オウジャ,オウジャ,10,人,p
レンタカー,レンタカー,レンタカー,10,人工物-乗り物,-
聖地,セイチ,セイチ,10,場所-その他,-
タグ,タグ,タグ,9,人工物-その他,-
大腸,ダイチョウ,ダイチョウ,7,動物-部位,-
スプレー,スプレー,スプレー,9,人工物-その他;抽象物,e
長者,チョウジャ,チョウジャ,10,人,p
実地,ジッチ,ジッチ,10,場所-その他,e
少将,ショウショウ,ショウショウ,8,人,-
面々,メンメン,メンメン,10,人,e
胴体,ドウタイ,ドウタイ,9,動物-部位,-
財閥,ザイバツ,ザイバツ,10,組織・団体,-
牡蠣,カキ,カキ,8,動物;人工物-食べ物,-
北国,キタグニ,キタグニ,9,場所-その他,-
雑巾,ゾウキン,ゾウキン,10,人工物-その他,-
鱒,マス,マス,9,動物,-
旅客,リョカク,リョカク,9,人,-
組長,クミチョウ,クミチョウ,9,人,-
土器,ドキ,ドキ,8,人工物-その他,-
鑿,ノミ,ノミ,10,人工物-その他,-
ぶな,ブナ,ブナ,9,植物,-
水銀,スイギン,スイギン,9,自然物,-
諸侯,ショコウ,ショコウ,8,人,-
アルカリ,アルカリ,アルカリ,10,自然物,-
紺,コン,コン,9,色,-
雑木,ゾウキ,ゾウキ,10,植物,-
社宅,シャタク,シャタク,9,場所-施設,-
太閤,タイコウ,タイコウ,8,人,-
子息,シソク,シソク,9,人,-
乳児,ニュウジ,ニュウジ,8,人,-
税関,ゼイカン,ゼイカン,10,組織・団体;場所-施設,-
車掌,シャショウ,シャショウ,10,人,-
飛蝗,バッタ,バッタ,8,動物,-
サングラス,サングラス,サングラス,7,人工物-その他,-
ピッチャー,ピッチャー,ピッチャー,9,人,-
元帥,ゲンスイ,ゲンスイ,9,人,-
和服,ワフク,ワフク,8,人工物-衣類,-
返信,ヘンシン,ヘンシン,10,人工物-その他,p
筏,イカダ,イカダ,7,人工物-乗り物,-
蓮,ハス,ハス,10,植物;人工物-食べ物,-
サンタ,サンタ,サンタ,8,人,-
分身,ブンシン,ブンシン,10,動物,-
巻末,カンマツ,カンマツ,10,人工物-その他,-
大軍,タイグン,タイグン,7,組織・団体,-
帰途,キト,キト,10,場所-その他,-
土俵,ドヒョウ,ドヒョウ,10,場所-施設,-
便器,ベンキ,ベンキ,10,人工物-その他,-
マップ,マップ,マップ,9,人工物-その他,-
鶯,ウグイス,ウグイス,9,動物,-
赤子,アカゴ,アカゴ,8,人,-
ポテト,ポテト,ポテト,7,人工物-食べ物,-
手先,テサキ,テサキ,10,動物-部位;抽象物,-
別物,ベツモノ,ベツモノ,10,人工物-その他;抽象物,-
素麺,ソウメン,ソウメン,8,人工物-食べ物,-
耳元,ミミモト,ミミモト,8,場所-その他,-
牢,ロウ,ロウ,8,人工物-その他,-
源流,ゲンリュウ,ゲンリュウ,10,場所-自然;抽象物,-
コンドーム,コンドーム,コンドーム,8,人工物-その他,-
力士,リキシ,リキシ,8,人,e
プラザ,プラザ,プラザ,9,場所-施設,-
ネックレス,ネックレス,ネックレス,8,人工物-衣類,-
島々,シマジマ,シマジマ,10,場所-自然,-
チャーハン,チャーハン,チャーハン,9,人工物-食べ物,-
当社,トウシャ,トウシャ,10,組織・団体,-
トースト,トースト,トースト,8,人工物-食べ物,-
渓谷,ケイコク,ケイコク,9,場所-自然,-
天秤,テンビン,テンビン,9,人工物-その他,-
蝸牛,カタツムリ,カタツムリ,8,動物,-
インフラ,インフラ,インフラ,10,場所-施設,e
浴槽,ヨクソウ,ヨクソウ,9,場所-施設部位,-
署長,ショチョウ,ショチョウ,8,人,-
恩師,オンシ,オンシ,9,人,-
平原,ヘイゲン,ヘイゲン,9,場所-自然,-
重役,ジュウヤク,ジュウヤク,9,人,-
党派,トウハ,トウハ,10,組織・団体,-
羽織,ハオリ,ハオリ,8,人工物-衣類,-
ペンキ,ペンキ,ペンキ,9,人工物-その他,e
船団,センダン,センダン,9,組織・団体,-
剃刀,カミソリ,カミソリ,10,人工物-その他,-
灰汁,アク,アク,9,自然物,-
ランナー,ランナー,ランナー,9,人,-
シャンパン,シャンパン,シャンパン,8,人工物-食べ物,-
蝋,ロウ,ロウ,10,人工物-その他,e
湿地,シッチ,シッチ,10,場所-自然,-
眼球,ガンキュウ,ガンキュウ,9,動物-部位,-
町民,チョウミン,チョウミン,10,人,-
痣,アザ,アザ,7,動物-部位,-
君子,クンシ,クンシ,8,人,e
短大,タンダイ,タンダイ,10,組織・団体;場所-施設,-
労組,ロウソ,ロウソ,9,組織・団体,-
教頭,キョウトウ,キョウトウ,9,人,-
セーラー,セーラー,セーラー,7,人,-
支社,シシャ,シシャ,10,場所-施設,-
ドリル,ドリル,ドリル,9,人工物-その他,-
キャンデー,キャンデー,キャンデー,10,人工物-食べ物,-
島民,トウミン,トウミン,8,人,-
河豚,フグ,フグ,8,動物;人工物-食べ物,-
孤児,コジ,コジ,9,人,-
銃弾,ジュウダン,ジュウダン,9,人工物-その他,e
骨董,コットウ,コットウ,9,人工物-その他,p
梃子,テコ,テコ,10,人工物-その他,-
蚊帳,カヤ,カヤ,10,人工物-その他,-
カウンセラー,カウンセラー,カウンセラー,9,人,e
隣国,リンゴク,リンゴク,10,場所-その他,-
背骨,セボネ,セボネ,9,動物-部位,-
空き地,アキチ,アキチ,10,場所-その他,-
素顔,スガオ,スガオ,10,動物-部位,-
青銅,セイドウ,セイドウ,9,自然物,-
昴,スバル,スバル,7,自然物,-
動脈,ドウミャク,ドウミャク,10,動物-部位,-
楽園,ラクエン,ラクエン,10,場所-その他,p
ディナー,ディナー,ディナー,10,人工物-食べ物,-
交友,コウユウ,コウユウ,9,人,p
封印,フウイン,フウイン,10,人工物-その他;抽象物,-
本山,ホンザン,ホンザン,10,場所-施設,-
巷,チマタ,チマタ,10,場所-その他,-
ギョーザ,ギョーザ,ギョーザ,8,人工物-食べ物,-
従者,ジュウシャ,ジュウシャ,8,人,-
詩集,シシュウ,シシュウ,10,人工物-その他;抽象物,-
ジュニア,ジュニア,ジュニア,10,人,-
胸元,ムナモト,ムナモト,8,動物-部位,-
水辺,ミズベ,ミズベ,9,場所-自然,e
風呂敷,フロシキ,フロシキ,9,人工物-その他,-
小生,ショウセイ,ショウセイ,7,人,-
窓際,マドギワ,マドギワ,9,場所-その他,-
庇,ヒサシ,ヒサシ,9,場所-施設部位,-
入れ墨,イレズミ,イレズミ,7,動物-部位,e
海鼠,ナマコ,ナマコ,7,動物;人工物-食べ物,-
陣地,ジンチ,ジンチ,9,場所-その他,-
臨海,リンカイ,リンカイ,10,場所-自然,-
キャスター,キャスター,キャスター,10,人,-
バイオリン,バイオリン,バイオリン,9,人工物-その他,-
雨戸,アマド,アマド,8,人工物-その他,-
電線,デンセン,デンセン,10,人工物-その他,-
学長,ガクチョウ,ガクチョウ,10,人,-
局長,キョクチョウ,キョクチョウ,9,人,-
敷居,シキイ,シキイ,10,場所-施設部位,e
鞍,クラ,クラ,9,人工物-その他,-
随所,ズイショ,ズイショ,9,場所-その他,-
壁蝨,ダニ,ダニ,9,動物,-
ピアス,ピアス,ピアス,8,人工物-衣類,-
ガレージ,ガレージ,ガレージ,10,場所-施設,-
楽屋,ガクヤ,ガクヤ,9,場所-施設,-
顔触れ,カオブレ,カオブレ,10,人,-
鮫,サメ,サメ,10,動物,-
売り物,ウリモノ,ウリモノ,10,人工物-その他,-
蒲鉾,カマボコ,カマボコ,8,人工物-食べ物,-
ミュージシャン,ミュージシャン,ミュージシャン,10,人,p
石灰,セッカイ,セッカイ,10,自然物,-
家鴨,アヒル,アヒル,9,動物,-
樹脂,ジュシ,ジュシ,9,自然物,-
酒場,サカバ,サカバ,9,場所-その他,-
娼婦,ショウフ,ショウフ,8,人,-
王宮,オウキュウ,オウキュウ,8,場所-施設,-
カボチャ,カボチャ,カボチャ,9,植物;人工物-食べ物,-
客席,キャクセキ,キャクセキ,8,場所-施設部位,-
イエロー,イエロー,イエロー,8,色,-
鷺,サギ,サギ,9,動物,-
ユートピア,ユートピア,ユートピア,10,場所-その他,-
松明,タイマツ,タイマツ,9,人工物-その他,-
虜,トリコ,トリコ,10,人,-
南端,ナンタン,ナンタン,10,場所-その他,-
ワイヤ,ワイヤ,ワイヤ,9,人工物-その他,-
木陰,コカゲ,コカゲ,9,場所-自然,e
買い手,カイテ,カイテ,10,人,-
陸海軍,リクカイグン,リクカイグン,9,組織・団体,-
