単語,読み仮名,読み上げ用,使用範囲,JUMANカテゴリ,評価極性
金具,カナグ,カナグ,8,人工物-その他,-
相棒,アイボウ,アイボウ,9,人,-
下地,シタジ,シタジ,10,人工物-その他,-
屋内,オクナイ,オクナイ,9,場所-その他,-
参道,サンドウ,サンドウ,9,場所-施設,-
聖域,セイイキ,セイイキ,10,場所-その他,-
人家,ジンカ,ジンカ,9,場所-施設,-
将兵,ショウヘイ,ショウヘイ,9,人,-
耕地,コウチ,コウチ,9,場所-その他,-
ガーゼ,ガーゼ,ガーゼ,8,人工物-その他,-
文中,ブンチュウ,ブンチュウ,10,場所-その他,-
戸棚,トダナ,トダナ,9,人工物-その他,-
暗がり,クラガリ,クラガリ,8,場所-その他,-
瀬,セ,セ,10,場所-自然,-
梢,コズエ,コズエ,7,植物-部位,-
門徒,モント,モント,7,人,-
罪人,ザイニン,ザイニン,7,人,-
エンジニア,エンジニア,エンジニア,10,人,e
特産,トクサン,トクサン,9,人工物-その他,e
豹,ヒョウ,ヒョウ,8,動物,-
雑魚,ザコ,ザコ,9,動物,-
海兵,カイヘイ,カイヘイ,7,人,-
匠,タクミ,タクミ,9,人,p
クイーン,クイーン,クイーン,10,人,-
鵜,ウ,ウ,9,動物,-
桟橋,サンバシ,サンバシ,9,場所-施設,-
外壁,ガイヘキ,ガイヘキ,9,場所-施設部位,-
薔薇色,バライロ,バライロ,10,色,-
マント,マント,マント,8,人工物-衣類,-
芹,セリ,セリ,9,植物,-
アトリエ,アトリエ,アトリエ,9,場所-施設,-
船体,センタイ,センタイ,9,人工物-その他,-
后,キサキ,キサキ,9,人,-
叢書,ソウショ,ソウショ,10,人工物-その他;抽象物,-
秀才,シュウサイ,シュウサイ,10,人,p
小豆,アズキ,アズキ,9,植物,-
ヘルメット,ヘルメット,ヘルメット,9,人工物-衣類,-
蛤,ハマグリ,ハマグリ,9,動物;人工物-食べ物,-
沿線,エンセン,エンセン,9,場所-その他,-
トリ,トリ,トリ,10,動物,-
係員,カカリイン,カカリイン,10,人,-
高地,コウチ,コウチ,10,場所-その他,-
白菜,ハクサイ,ハクサイ,9,植物;人工物-食べ物,-
湖畔,コハン,コハン,9,場所-自然,-
エプロン,エプロン,エプロン,9,人工物-衣類,-
老若,ロウニャク,ロウニャク,10,人,-
回廊,カイロウ,カイロウ,10,場所-施設部位,-
銀杏,ギンナン,ギンナン,8,植物,-
抗体,コウタイ,コウタイ,7,自然物,-
磯,イソ,イソ,9,場所-自然,-
古書,コショ,コショ,10,人工物-その他;抽象物,e
黒板,コクバン,コクバン,10,人工物-その他,-
宝庫,ホウコ,ホウコ,10,場所-施設,-
迷路,メイロ,メイロ,10,場所-その他,e
勲章,クンショウ,クンショウ,10,人工物-その他,p
スニーカー,スニーカー,スニーカー,7,人工物-衣類,e
正門,セイモン,セイモン,9,場所-施設,-
大河,タイガ,タイガ,9,場所-自然,-
名主,ナヌシ,ナヌシ,10,人,-
有志,ユウシ,ユウシ,10,人;抽象物,-
銭湯,セントウ,セントウ,9,場所-施設,-
頭髪,トウハツ,トウハツ,9,動物-部位,-
牧草,ボクソウ,ボクソウ,9,植物,-
断崖,ダンガイ,ダンガイ,8,場所-自然,-
ジャンボ,ジャンボ,ジャンボ,10,人工物-乗り物;数量,-
宝籤,タカラクジ,タカラクジ,9,人工物-その他,-
自室,ジシツ,ジシツ,9,場所-施設,p
センサー,センサー,センサー,10,人工物-その他,-
温室,オンシツ,オンシツ,9,場所-施設,-
跡地,アトチ,アトチ,9,場所-その他,-
グラフィック,グラフィック,グラフィック,10,人工物-その他,-
絵の具,エノグ,エノグ,9,人工物-その他,-
少尉,ショウイ,ショウイ,7,人,-
生家,セイカ,セイカ,9,場所-施設,-
町角,マチカド,マチカド,10,場所-その他,-
気管,キカン,キカン,7,動物-部位,-
余所者,ヨソモノ,ヨソモノ,10,人,-
年輩,ネンパイ,ネンパイ,9,人,-
ガイドブック,ガイドブック,ガイドブック,9,人工物-その他,-
王室,オウシツ,オウシツ,9,場所-施設,-
商船,ショウセン,ショウセン,9,人工物-乗り物,-
モーニング,モーニング,モーニング,8,人工物-衣類;時間,-
参事,サンジ,サンジ,7,人,-
馬上,バジョウ,バジョウ,10,場所-その他,-
酒屋,サカヤ,サカヤ,9,場所-施設,-
仁王,ニオウ,ニオウ,8,人,-
紙片,シヘン,シヘン,7,人工物-その他,-
壁紙,カベガミ,カベガミ,8,人工物-その他,-
天上,テンジョウ,テンジョウ,8,場所-自然,-
メロン,メロン,メロン,10,植物;人工物-食べ物,-
庭先,ニワサキ,ニワサキ,9,場所-施設部位,-
アーチ,アーチ,アーチ,9,場所-施設,e
両脇,リョウワキ,リョウワキ,10,動物-部位;場所-機能,-
頭取,トウドリ,トウドリ,8,人,-
厨房,チュウボウ,チュウボウ,9,場所-施設,e
一群,イチグン,イチグン,9,組織・団体,-
ごきぶり,ゴキブリ,ゴキブリ,9,動物,-
旅先,タビサキ,タビサキ,9,場所-その他,-
磁石,ジシャク,ジシャク,10,人工物-その他,-
写本,シャホン,シャホン,9,人工物-その他;抽象物,-
左腕,サワン,サワン,9,動物-部位;抽象物,-
神官,シンカン,シンカン,7,人,-
箒,ホウキ,ホウキ,8,人工物-その他,-
瑠璃,ルリ,ルリ,8,人工物-その他;自然物,-
葉巻,ハマキ,ハマキ,7,人工物-その他,-
片足,カタアシ,カタアシ,8,動物-部位;人工物-その他,-
針金,ハリガネ,ハリガネ,10,人工物-その他,-
鳥居,トリイ,トリイ,9,場所-施設,-
定食,テイショク,テイショク,9,人工物-食べ物,-
取っ手,トッテ,トッテ,8,場所-その他,-
家元,イエモト,イエモト,8,人;場所-施設,-
おでん,オデン,オデン,8,人工物-食べ物,-
草花,クサバナ,クサバナ,10,植物,-
義兄,ギケイ,ギケイ,9,人,-
眼下,ガンカ,ガンカ,8,場所-その他,-
勝者,ショウシャ,ショウシャ,10,人,p
前足,マエアシ,マエアシ,8,動物-部位,-
穂,ホ,ホ,10,植物-部位,-
ハンター,ハンター,ハンター,10,人,-
枝葉,エダハ,エダハ,10,植物-部位,e
ネオン,ネオン,ネオン,9,人工物-その他;自然物,-
一座,イチザ,イチザ,7,人,-
大脳,ダイノウ,ダイノウ,9,動物-部位,-
法王,ホウオウ,ホウオウ,10,人,-
火星,カセイ,カセイ,9,自然物,-
山奥,ヤマオク,ヤマオク,9,場所-その他,-
湯船,ユブネ,ユブネ,7,人工物-その他,-
鉄板,テッパン,テッパン,9,人工物-その他,-
平民,ヘイミン,ヘイミン,8,人,-
百合,ユリ,ユリ,8,植物,-
総監,ソウカン,ソウカン,8,人,-
戸外,コガイ,コガイ,8,場所-その他,-
身柄,ミガラ,ミガラ,7,動物,-
リフト,リフト,リフト,8,人工物-乗り物,-
デジカメ,デジカメ,デジカメ,7,人工物-その他,-
ライダー,ライダー,ライダー,10,人,-
アイロン,アイロン,アイロン,9,人工物-その他,-
水色,ミズイロ,ミズイロ,10,色,-
車線,シャセン,シャセン,9,場所-施設部位,-
乳幼児,ニュウヨウジ,ニュウヨウジ,9,人,e
前髪,マエガミ,マエガミ,9,動物-部位,-
残骸,ザンガイ,ザンガイ,10,人工物-その他,-
コーディネーター,コーディネーター,コーディネーター,10,人,-
茶の間,チャノマ,チャノマ,10,場所-施設,-
ハイウエー,ハイウエー,ハイウエー,9,場所-施設,-
本丸,ホンマル,ホンマル,8,場所-施設部位,-
家財,カザイ,カザイ,9,人工物-その他,-
薬草,ヤクソウ,ヤクソウ,10,植物;人工物-食べ物,-
ソーセージ,ソーセージ,ソーセージ,10,人工物-食べ物,-
万国,バンコク,バンコク,10,場所-その他,-
各所,カクショ,カクショ,10,場所-その他,-
コンテナ,コンテナ,コンテナ,10,人工物-その他,-
小国,ショウコク,ショウコク,10,場所-その他,-
中腹,チュウフク,チュウフク,7,場所-自然,-
竃,カマド,カマド,10,場所-施設部位,-
算盤,ソロバン,ソロバン,10,人工物-その他,-
団扇,ウチワ,ウチワ,10,人工物-その他,-
氏族,シゾク,シゾク,8,組織・団体,-
灯台,トウダイ,トウダイ,9,人工物-その他,-
南国,ナンゴク,ナンゴク,9,場所-その他,-
糠,ヌカ,ヌカ,9,植物-部位,-
松茸,マツタケ,マツタケ,10,植物;人工物-食べ物,-
唾液,ダエキ,ダエキ,7,自然物,e
犀,サイ,サイ,8,動物,-
クリ,クリ,クリ,10,植物;人工物-食べ物,-
漁協,ギョキョウ,ギョキョウ,8,組織・団体,-
実子,ジッシ,ジッシ,9,人,-
柚子,ユズ,ユズ,8,植物;人工物-食べ物,-
新居,シンキョ,シンキョ,10,場所-施設,-
寄席,ヨセ,ヨセ,8,場所-施設,-
片腕,カタウデ,カタウデ,10,動物-部位,-
コバルト,コバルト,コバルト,10,自然物,-
家長,カチョウ,カチョウ,10,人,-
直角,チョッカク,チョッカク,9,場所-その他,-
長靴,ナガグツ,ナガグツ,9,人工物-衣類,-
地裁,チサイ,チサイ,9,組織・団体,-
オーディオ,オーディオ,オーディオ,8,人工物-その他,-
空軍,クウグン,クウグン,8,組織・団体,-
頭蓋,ズガイ,ズガイ,9,動物-部位,-
入り江,イリエ,イリエ,8,場所-自然,-
灯籠,トウロウ,トウロウ,7,人工物-その他,-
錨,イカリ,イカリ,8,人工物-その他,-
配線,ハイセン,ハイセン,8,人工物-その他,-
色素,シキソ,シキソ,7,自然物,-
父兄,フケイ,フケイ,9,人,-
幼馴染み,オサナナジミ,オサナナジミ,9,人,-
館長,カンチョウ,カンチョウ,8,人,-
子分,コブン,コブン,8,人,-
茶室,チャシツ,チャシツ,8,場所-施設,-
右派,ウハ,ウハ,8,組織・団体,-
火花,ヒバナ,ヒバナ,9,自然物,-
部員,ブイン,ブイン,9,人,-
中指,ナカユビ,ナカユビ,7,動物-部位,-
公庫,コウコ,コウコ,8,組織・団体,-
ディーゼル,ディーゼル,ディーゼル,8,人工物-その他,-
赤み,アカミ,アカミ,7,動物-部位,-
受け皿,ウケザラ,ウケザラ,10,人工物-その他;抽象物,-
隣家,リンカ,リンカ,9,場所-施設,-
富豪,フゴウ,フゴウ,9,人,-
机上,キジョウ,キジョウ,10,場所-その他,-
異人,イジン,イジン,7,人,-
内裏,ダイリ,ダイリ,7,場所-施設,-
先人,センジン,センジン,10,人,-
奥地,オクチ,オクチ,10,場所-その他,-
灯火,トウカ,トウカ,8,人工物-その他,-
下敷き,シタジキ,シタジキ,10,人工物-その他,-
鉢巻き,ハチマキ,ハチマキ,9,人工物-衣類,-
官房,カンボウ,カンボウ,10,組織・団体,-
血球,ケッキュウ,ケッキュウ,9,動物-部位,-
砂利,ジャリ,ジャリ,10,自然物,e
シェフ,シェフ,シェフ,7,人,-
初老,ショロウ,ショロウ,9,人;時間,-
権現,ゴンゲン,ゴンゲン,9,人,-
瓜,ツメ,ツメ,9,植物;人工物-食べ物,-
漁民,ギョミン,ギョミン,10,人,-
割れ目,ワレメ,ワレメ,8,場所-その他,e
蚯蚓,ミミズ,ミミズ,8,動物,-
ヤンキー,ヤンキー,ヤンキー,9,人,-
聖母,セイボ,セイボ,8,人,e
サイレン,サイレン,サイレン,9,人工物-その他,-
支流,シリュウ,シリュウ,10,場所-自然,-
深紅,シンク,シンク,9,色,-
椎茸,シイタケ,シイタケ,8,植物;人工物-食べ物,-
園長,エンチョウ,エンチョウ,8,人,-
坊や,ボウヤ,ボウヤ,9,人,-
分家,ブンケ,ブンケ,10,組織・団体;抽象物,-
物置,モノオキ,モノオキ,8,人工物-その他,-
晩餐,バンサン,バンサン,10,人工物-食べ物,-
商家,ショウカ,ショウカ,8,場所-施設,-
眉間,ミケン,ミケン,8,動物-部位,-
コスモス,コスモス,コスモス,10,植物,-
主食,シュショク,シュショク,10,人工物-食べ物,-
ギャラリー,ギャラリー,ギャラリー,9,場所-施設,-
大樹,タイジュ,タイジュ,9,植物,-
食い物,クイモノ,クイモノ,9,人工物-食べ物;抽象物,-
人妻,ヒトヅマ,ヒトヅマ,7,人,p
電柱,デンチュウ,デンチュウ,8,人工物-その他,-
重曹,ジュウソウ,ジュウソウ,9,自然物,-
港町,ミナトマチ,ミナトマチ,10,場所-その他,-
軍服,グンプク,グンプク,9,人工物-その他,-
工具,コウグ,コウグ,9,人工物-その他,e
ローラー,ローラー,ローラー,9,人工物-その他,-
銘々,メイメイ,メイメイ,8,人,-
援軍,エングン,エングン,9,組織・団体,-
カジノ,カジノ,カジノ,8,場所-施設,-
バッター,バッター,バッター,10,人,-
カルテ,カルテ,カルテ,8,人工物-その他,-
農園,ノウエン,ノウエン,8,場所-その他,-
強者,キョウシャ,キョウシャ,9,人,p
朝顔,アサガオ,アサガオ,9,植物,-
露天,ロテン,ロテン,9,場所-その他,-
売店,バイテン,バイテン,8,場所-施設,-
モザイク,モザイク,モザイク,10,人工物-その他;形・模様,-
印紙,インシ,インシ,7,人工物-その他,-
口先,クチサキ,クチサキ,10,動物-部位;抽象物,-
鰭,ヒレ,ヒレ,9,動物-部位,-
ベーコン,ベーコン,ベーコン,8,人工物-食べ物,-
出店,シュッテン,シュッテン,10,場所-施設,-
カヌー,カヌー,カヌー,10,人工物-乗り物,-
出入り口,デイリグチ,デイリグチ,9,場所-施設部位,-
教諭,キョウユ,キョウユ,9,人,e
レポーター,レポーター,レポーター,9,人,-
大海,タイカイ,タイカイ,9,場所-その他,-
コロッケ,コロッケ,コロッケ,9,人工物-食べ物,-
リモコン,リモコン,リモコン,8,人工物-その他,-
トレーナー,トレーナー,トレーナー,8,人,-
熱湯,ネットウ,ネットウ,9,自然物,-
養父,ヨウフ,ヨウフ,9,人,-
皇居,コウキョ,コウキョ,8,場所-施設,-
聾,ロウ,ロウ,9,人;抽象物,-
冷や汗,ヒヤアセ,ヒヤアセ,10,自然物,-
短冊,タンザク,タンザク,9,人工物-その他,-
ジーパン,ジーパン,ジーパン,8,人工物-衣類,-
スライス,スライス,スライス,7,人工物-その他;抽象物,-
島国,シマグニ,シマグニ,10,場所-その他,-
佃煮,ツクダニ,ツクダニ,9,人工物-食べ物,-
士族,シゾク,シゾク,9,組織・団体,-
鎌,カマ,カマ,10,人工物-その他,-
汽船,キセン,キセン,10,人工物-乗り物,-
ユニホーム,ユニホーム,ユニホーム,9,人工物-衣類,-
生け垣,イケガキ,イケガキ,10,場所-施設部位,-
団塊,ダンカイ,ダンカイ,10,人工物-その他,-
胃袋,イブクロ,イブクロ,9,動物-部位,-
車庫,シャコ,シャコ,10,場所-施設,-
国庫,コッコ,コッコ,9,場所-その他,-
杓子,シャクシ,シャクシ,10,人工物-その他,-
三脚,サンキャク,サンキャク,10,人工物-その他,-
罌粟,ケシ,ケシ,8,植物,-
蛇口,ジャグチ,ジャグチ,10,人工物-その他,-
花壇,カダン,カダン,8,場所-施設,-
シューズ,シューズ,シューズ,9,人工物-衣類,-
版画,ハンガ,ハンガ,8,人工物-その他;抽象物,-
帰路,キロ,キロ,10,場所-その他,-
数珠,ジュズ,ジュズ,9,人工物-その他,-
魚介,ギョカイ,ギョカイ,10,動物;人工物-食べ物,-
電鉄,デンテツ,デンテツ,9,人工物-乗り物,-
近道,チカミチ,チカミチ,9,場所-その他,-
撥,バチ,バチ,8,人工物-その他,-
火鉢,ヒバチ,ヒバチ,7,人工物-その他,-
日陰,ヒカゲ,ヒカゲ,9,場所-自然,-
天空,テンクウ,テンクウ,9,場所-自然,-
絵図,エズ,エズ,8,人工物-その他;抽象物,-
岩山,イワヤマ,イワヤマ,8,場所-自然,-
墓場,ハカバ,ハカバ,9,場所-その他,e
ビデオテープ,ビデオテープ,ビデオテープ,10,人工物-その他,-
脇腹,ワキバラ,ワキバラ,7,動物-部位,-
新米,シンマイ,シンマイ,10,植物;人工物-食べ物,-
隠れ家,カクレガ,カクレガ,8,場所-施設,e
草叢,クサムラ,クサムラ,8,場所-自然,-
うんこ,ウンコ,ウンコ,9,自然物,-
礎,イシズエ,イシズエ,10,自然物,-
煎餅,センベイ,センベイ,8,人工物-食べ物,-
聖者,セイジャ,セイジャ,9,人,e
仙人,センニン,センニン,10,人,-
外面,ソトヅラ,ソトヅラ,10,場所-その他,-
安物,ヤスモノ,ヤスモノ,8,人工物-その他,-
畦,アゼ,アゼ,8,場所-その他,-
目盛り,メモリ,メモリ,10,人工物-その他,-
農協,ノウキョウ,ノウキョウ,9,組織・団体,-
団長,ダンチョウ,ダンチョウ,8,人,-
アドバイザー,アドバイザー,アドバイザー,10,人,e
調度,チョウド,チョウド,9,人工物-その他,e
裸体,ラタイ,ラタイ,9,動物,-
壁画,ヘキガ,ヘキガ,9,人工物-その他;抽象物,-
矛,ホコ,ホコ,9,人工物-その他,-
貝殻,カイガラ,カイガラ,9,動物-部位,e
眉毛,マユゲ,マユゲ,7,動物-部位,-
カプセル,カプセル,カプセル,8,人工物-その他,-
本島,ホントウ,ホントウ,10,場所-その他,-
外套,ガイトウ,ガイトウ,8,人工物-衣類,-
国宝,コクホウ,コクホウ,10,人工物-その他,-
箍,タガ,タガ,8,人工物-その他,-
歯茎,ハグキ,ハグキ,9,動物-部位,-
車道,シャドウ,シャドウ,9,場所-施設,-
器械,キカイ,キカイ,8,人工物-その他,-
日誌,ニッシ,ニッシ,8,人工物-その他,-
ジャンパー,ジャンパー,ジャンパー,9,人工物-衣類,-
焼き物,ヤキモノ,ヤキモノ,10,人工物-その他,-
流派,リュウハ,リュウハ,9,組織・団体;抽象物,-
冷気,レイキ,レイキ,9,自然物,e
徳利,トックリ,トックリ,7,人工物-その他,-
別室,ベッシツ,ベッシツ,8,場所-施設,-
当直,トウチョク,トウチョク,8,人;抽象物,-
巨木,キョボク,キョボク,7,植物,-
恩人,オンジン,オンジン,8,人,-
瓢箪,ヒョウタン,ヒョウタン,7,植物,-
楊枝,ヨウジ,ヨウジ,10,人工物-その他,-
ヒーター,ヒーター,ヒーター,8,人工物-その他,-
薬缶,ヤカン,ヤカン,8,人工物-その他,-
車中,シャチュウ,シャチュウ,10,場所-その他,-
白木,シロキ,シロキ,8,人工物-その他,-
腎臓,ジンゾウ,ジンゾウ,8,動物-部位,e
摂政,セッショウ,セッショウ,8,人,-
和紙,ワシ,ワシ,9,人工物-その他,-
墓石,ハカイシ,ハカイシ,9,自然物,-
前庭,ゼンテイ,ゼンテイ,9,場所-施設,-
ライブラリー,ライブラリー,ライブラリー,10,場所-施設;抽象物,-
子女,シジョ,シジョ,8,人,-
地検,チケン,チケン,7,組織・団体,-
灌木,カンボク,カンボク,8,植物,-
張り紙,ハリガミ,ハリガミ,9,人工物-その他,e
天体,テンタイ,テンタイ,8,自然物,-
土蔵,ドゾウ,ドゾウ,8,場所-施設,-
野山,ノヤマ,ノヤマ,9,場所-自然,-
湯飲み,ユノミ,ユノミ,7,人工物-その他,-
寝具,シング,シング,8,人工物-その他,-
長兄,チョウケイ,チョウケイ,8,人,-
暖炉,ダンロ,ダンロ,7,人工物-その他,-
オアシス,オアシス,オアシス,10,場所-自然,-
書生,ショセイ,ショセイ,10,人,-
円盤,エンバン,エンバン,10,人工物-その他,-
淡水,タンスイ,タンスイ,10,自然物,-
山野,サンヤ,サンヤ,8,場所-自然,-
タイマー,タイマー,タイマー,9,人;人工物-その他,-
矛先,ホコサキ,ホコサキ,10,場所-その他,-
鶏肉,ケイニク,ケイニク,8,人工物-食べ物,-
局員,キョクイン,キョクイン,9,人,-
鰊,ニシン,ニシン,9,動物;人工物-食べ物,-
教壇,キョウダン,キョウダン,10,場所-その他,-
褌,フンドシ,フンドシ,9,人工物-衣類,-
牢獄,ロウゴク,ロウゴク,9,場所-施設,-
マスト,マスト,マスト,7,人工物-その他,-
便箋,ビンセン,ビンセン,9,人工物-その他,-
要人,ヨウジン,ヨウジン,10,人,-
台座,ダイザ,ダイザ,8,人工物-その他,-
式場,シキジョウ,シキジョウ,10,場所-施設,-
チャイム,チャイム,チャイム,7,人工物-その他,e
ウエーター,ウエーター,ウエーター,10,人,-
巾着,キンチャク,キンチャク,9,人工物-その他,-
貧民,ヒンミン,ヒンミン,10,人,-
陰影,インエイ,インエイ,10,場所-自然;抽象物,e
硫黄,イオウ,イオウ,9,自然物,-
湿原,シツゲン,シツゲン,9,場所-自然,-
空き缶,アキカン,アキカン,8,人工物-その他,-
彗星,スイセイ,スイセイ,9,自然物,-
天神,テンジン,テンジン,8,人,e
騎兵,キヘイ,キヘイ,7,人,-
プラットホーム,プラットホーム,プラットホーム,8,場所-施設,-
目高,メダカ,メダカ,7,動物,-
味醂,ミリン,ミリン,7,人工物-食べ物,-
山菜,サンサイ,サンサイ,9,植物;人工物-食べ物,-
精液,セイエキ,セイエキ,8,自然物,-
茶店,チャミセ,チャミセ,7,場所-施設,-
粘膜,ネンマク,ネンマク,7,動物-部位,-
村民,ソンミン,ソンミン,9,人,-
総菜,ソウザイ,ソウザイ,8,人工物-食べ物,-
表札,ヒョウサツ,ヒョウサツ,8,人工物-その他,-
ミイラ,ミイラ,ミイラ,8,人工物-その他,-
本道,ホンドウ,ホンドウ,9,場所-施設,-
乗員,ジョウイン,ジョウイン,8,人,-
焼き鳥,ヤキトリ,ヤキトリ,9,人工物-食べ物,-
節目,フシメ,フシメ,10,植物-部位;場所-その他,-
歯車,ハグルマ,ハグルマ,10,人工物-その他,-
連れ合い,ツレアイ,ツレアイ,7,人,-
私鉄,シテツ,シテツ,10,組織・団体;人工物-乗り物,-
精霊,セイレイ,セイレイ,7,人,p
義塾,ギジュク,ギジュク,10,組織・団体;場所-施設,-
水兵,スイヘイ,スイヘイ,7,人,-
局所,キョクショ,キョクショ,9,場所-その他,-
岸辺,キシベ,キシベ,8,場所-自然,-
クルー,クルー,クルー,8,人,-
塩基,エンキ,エンキ,7,自然物,-
ファーム,ファーム,ファーム,9,組織・団体;場所-その他,-
執権,シッケン,シッケン,7,人,-
冷水,レイスイ,レイスイ,10,自然物,e
花屋,ハナヤ,ハナヤ,8,組織・団体;場所-施設,-
シュー,シュー,シュー,9,人工物-食べ物,-
履き物,ハキモノ,ハキモノ,9,人工物-衣類,-
ソックス,ソックス,ソックス,8,人工物-衣類,-
毛糸,ケイト,ケイト,7,人工物-その他,-
水滴,スイテキ,スイテキ,8,自然物,-
洋画,ヨウガ,ヨウガ,9,人工物-その他;抽象物,-
空席,クウセキ,クウセキ,9,場所-その他,e
土産物,ミヤゲモノ,ミヤゲモノ,9,人工物-その他,-
鞠,マリ,マリ,9,人工物-その他,-
表通り,オモテドオリ,オモテドオリ,7,場所-その他,-
アーケード,アーケード,アーケード,9,場所-施設,-
ステンレス,ステンレス,ステンレス,8,自然物,-
クリニック,クリニック,クリニック,7,組織・団体;場所-施設,-
手綱,タヅナ,タヅナ,8,人工物-その他,-
幼年,ヨウネン,ヨウネン,10,人;時間,-
外野,ガイヤ,ガイヤ,8,場所-その他,-
縁者,エンジャ,エンジャ,9,人,-
遺骸,イガイ,イガイ,7,動物,-
小枝,コエダ,コエダ,9,植物-部位,-
岸壁,ガンペキ,ガンペキ,9,場所-自然,-
紋章,モンショウ,モンショウ,9,人工物-その他,e
金網,カナアミ,カナアミ,9,人工物-その他,-
宮司,グウジ,グウジ,8,人,-
文集,ブンシュウ,ブンシュウ,9,人工物-その他;抽象物,-
こめかみ,コメカミ,コメカミ,8,動物-部位,-
灯油,トウユ,トウユ,8,自然物,-
勤め先,ツトメサキ,ツトメサキ,9,場所-その他,-
セメント,セメント,セメント,10,人工物-その他,-
識者,シキシャ,シキシャ,10,人,-
噴水,フンスイ,フンスイ,8,人工物-その他,-
プロペラ,プロペラ,プロペラ,9,人工物-その他,-
ウエートレス,ウエートレス,ウエートレス,10,人,-
椿,ツバキ,ツバキ,7,植物,-
初版,ショハン,ショハン,10,人工物-その他,-
帆立,ホタテ,ホタテ,8,動物;人工物-食べ物,-
系図,ケイズ,ケイズ,8,人工物-その他,-
方位,ホウイ,ホウイ,9,場所-その他,e
刻印,コクイン,コクイン,8,人工物-その他,e
諸氏,ショシ,ショシ,10,人,-
ドーナツ,ドーナツ,ドーナツ,10,人工物-食べ物,-
