単語,読み仮名,読み上げ用,使用範囲,JUMANカテゴリ,評価極性
ウエア,ウエア,ウエア,8,人工物-衣類,-
法皇,ホウオウ,ホウオウ,7,人,-
バルコニー,バルコニー,バルコニー,10,場所-施設部位,-
名手,メイシュ,メイシュ,8,人,p
豚カツ,トンカツ,トンカツ,7,人工物-食べ物,-
髄,ズイ,ズイ,10,動物-部位,-
石畳,イシダタミ,イシダタミ,7,場所-その他,-
雲丹,ウニ,ウニ,8,動物;人工物-食べ物,-
客人,キャクジン,キャクジン,9,人,-
裏庭,ウラニワ,ウラニワ,8,場所-施設部位,-
ファイバー,ファイバー,ファイバー,9,人工物-その他,-
古着,フルギ,フルギ,8,人工物-衣類,-
乗り場,ノリバ,ノリバ,9,場所-その他,-
目尻,メジリ,メジリ,7,動物-部位,-
簾,スダレ,スダレ,9,人工物-その他,-
ライフル,ライフル,ライフル,9,人工物-その他,-
関所,セキショ,セキショ,9,場所-施設,-
本命,ホンメイ,ホンメイ,9,人,e
呉服,ゴフク,ゴフク,8,人工物-その他,-
元凶,ゲンキョウ,ゲンキョウ,10,人;抽象物,-
絶壁,ゼッペキ,ゼッペキ,10,場所-自然,-
面前,メンゼン,メンゼン,10,場所-その他,-
議席,ギセキ,ギセキ,7,場所-施設部位,-
近海,キンカイ,キンカイ,10,場所-その他,-
先鋒,センポウ,センポウ,8,人,-
鋼,ハガネ,ハガネ,9,人工物-その他,-
宿屋,ヤドヤ,ヤドヤ,8,場所-施設,-
盥,タライ,タライ,9,人工物-その他,-
機材,キザイ,キザイ,8,人工物-その他,-
民宿,ミンシュク,ミンシュク,10,場所-施設,-
木箱,キバコ,キバコ,8,人工物-その他,-
女児,ジョジ,ジョジ,9,人,-
鳶,トビ,トビ,8,動物,-
前歯,マエバ,マエバ,8,動物-部位,-
上院,ジョウイン,ジョウイン,9,組織・団体;場所-施設,-
学徒,ガクト,ガクト,8,人,-
林道,リンドウ,リンドウ,9,場所-施設,-
ナトリウム,ナトリウム,ナトリウム,9,自然物,-
岩石,ガンセキ,ガンセキ,9,自然物,-
ドナー,ドナー,ドナー,9,人,-
史家,シカ,シカ,10,人,-
若葉,ワカバ,ワカバ,9,植物-部位,-
大奥,オオオク,オオオク,7,場所-その他,-
断面,ダンメン,ダンメン,10,場所-その他,-
原本,ゲンポン,ゲンポン,10,人工物-その他,-
横綱,ヨコヅナ,ヨコヅナ,9,人,-
胃腸,イチョウ,イチョウ,8,動物-部位,-
上巻,ジョウカン,ジョウカン,8,人工物-その他,-
両氏,リョウシ,リョウシ,8,人,-
フェンス,フェンス,フェンス,9,人工物-その他,-
農夫,ノウフ,ノウフ,8,人,-
黒船,クロフネ,クロフネ,9,人工物-乗り物,e
腹筋,フッキン,フッキン,7,動物-部位,-
蚕,カイコ,カイコ,8,動物,e
邦人,ホウジン,ホウジン,9,人,-
総統,ソウトウ,ソウトウ,8,人,-
商標,ショウヒョウ,ショウヒョウ,9,人工物-その他,-
教え子,オシエゴ,オシエゴ,10,人,-
肋骨,アバラボネ,アバラボネ,8,動物-部位,-
保母,ホボ,ホボ,8,人,-
シャベル,シャベル,シャベル,10,人工物-その他,-
打者,ダシャ,ダシャ,8,人,-
南洋,ナンヨウ,ナンヨウ,10,場所-その他,-
荷台,ニダイ,ニダイ,9,人工物-その他,-
紫陽花,アジサイ,アジサイ,8,植物,-
軒下,ノキシタ,ノキシタ,10,場所-施設部位,-
水溜まり,ミズタマリ,ミズタマリ,10,場所-自然,-
分譲,ブンジョウ,ブンジョウ,10,場所-施設;抽象物,-
腿,モモ,モモ,7,動物-部位,-
モスク,モスク,モスク,7,場所-施設,-
ピーマン,ピーマン,ピーマン,7,植物;人工物-食べ物,-
芳香,ホウコウ,ホウコウ,8,自然物,-
会所,カイショ,カイショ,7,場所-施設,-
ヒップ,ヒップ,ヒップ,8,動物-部位,-
弓矢,ユミヤ,ユミヤ,7,人工物-その他,-
白身,シロミ,シロミ,8,動物-部位,-
溶岩,ヨウガン,ヨウガン,7,自然物,-
工員,コウイン,コウイン,9,人,-
水車,スイシャ,スイシャ,9,人工物-その他,-
婦長,フチョウ,フチョウ,8,人,-
女帝,ジョテイ,ジョテイ,8,人,-
ケチャップ,ケチャップ,ケチャップ,8,人工物-食べ物,-
飼料,シリョウ,シリョウ,9,人工物-食べ物,-
民放,ミンポウ,ミンポウ,9,組織・団体;抽象物,-
水割り,ミズワリ,ミズワリ,8,人工物-食べ物,-
千鳥,チドリ,チドリ,8,動物,-
華僑,カキョウ,カキョウ,9,人,-
煤,スス,スス,9,自然物,e
海原,ウナバラ,ウナバラ,9,場所-その他,e
伴侶,ハンリョ,ハンリョ,9,人,e
居候,イソウロウ,イソウロウ,7,人,-
山の手,ヤマノテ,ヤマノテ,9,場所-その他,-
前衛,ゼンエイ,ゼンエイ,9,人,-
超人,チョウジン,チョウジン,10,人,p
黒色,コクショク,コクショク,10,色,-
袈裟,ケサ,ケサ,9,人工物-衣類,-
駅舎,エキシャ,エキシャ,7,場所-施設,-
杵,キネ,キネ,8,人工物-その他,-
シャトル,シャトル,シャトル,10,人工物-乗り物;人工物-その他,-
山椒,サンショウ,サンショウ,8,植物;人工物-食べ物,-
蛸焼き,タコヤキ,タコヤキ,8,人工物-食べ物,-
色紙,イロガミ,イロガミ,10,人工物-その他,-
私服,シフク,シフク,7,人工物-衣類,-
陶磁器,トウジキ,トウジキ,10,人工物-その他,-
荷車,ニグルマ,ニグルマ,8,人工物-乗り物,-
銀河,ギンガ,ギンガ,8,場所-自然,-
礁,ショウ,ショウ,10,自然物,-
菊花,キッカ,キッカ,8,植物-部位;形・模様,-
実父,ジップ,ジップ,9,人,-
象牙,ゾウゲ,ゾウゲ,9,動物-部位,-
ビスケット,ビスケット,ビスケット,8,人工物-食べ物,-
曲がり角,マガリカド,マガリカド,9,場所-その他,-
美男,ビナン,ビナン,9,人,p
高所,コウショ,コウショ,10,場所-その他,-
ピストン,ピストン,ピストン,9,人工物-その他,-
余白,ヨハク,ヨハク,9,人工物-その他,-
峡谷,キョウコク,キョウコク,10,場所-自然,-
左派,サハ,サハ,8,組織・団体,-
母校,ボコウ,ボコウ,10,場所-その他,-
側室,ソクシツ,ソクシツ,7,人,-
学童,ガクドウ,ガクドウ,9,人,-
沿海,エンカイ,エンカイ,9,場所-自然,-
砂地,スナジ,スナジ,8,場所-その他,-
社団,シャダン,シャダン,9,組織・団体,-
スチュワーデス,スチュワーデス,スチュワーデス,8,人,-
サウナ,サウナ,サウナ,7,人工物-その他,-
松原,マツバラ,マツバラ,7,場所-自然,-
レスラー,レスラー,レスラー,7,人,-
敵機,テキキ,テキキ,7,人工物-乗り物,-
宛て先,アテサキ,アテサキ,10,場所-その他,-
人里,ヒトザト,ヒトザト,9,場所-その他,-
枯れ葉,カレハ,カレハ,8,植物-部位,e
卵子,ランシ,ランシ,7,動物-部位,-
緑茶,リョクチャ,リョクチャ,8,人工物-食べ物,-
砂丘,サキュウ,サキュウ,8,場所-自然,-
目元,メモト,メモト,8,動物-部位,-
本流,ホンリュウ,ホンリュウ,10,組織・団体;場所-自然,-
円柱,エンチュウ,エンチュウ,8,人工物-その他,-
緑地,リョクチ,リョクチ,8,場所-その他,-
元祖,ガンソ,ガンソ,9,人,-
ハーバー,ハーバー,ハーバー,10,場所-施設,-
洋食,ヨウショク,ヨウショク,10,人工物-食べ物,-
禅師,ゼンジ,ゼンジ,7,人,-
桑,クワ,クワ,9,植物,-
養母,ヨウボ,ヨウボ,8,人,-
雉,キジ,キジ,7,動物,-
生協,セイキョウ,セイキョウ,10,組織・団体,-
床下,ユカシタ,ユカシタ,9,場所-施設部位,e
読本,トクホン,トクホン,9,人工物-その他;抽象物,-
塩漬け,シオヅケ,シオヅケ,9,人工物-食べ物;抽象物,-
水族,スイゾク,スイゾク,7,動物,-
切り札,キリフダ,キリフダ,10,人工物-その他;抽象物,-
パーキング,パーキング,パーキング,7,場所-施設,-
粟,アワ,アワ,9,植物,-
チーフ,チーフ,チーフ,10,人,-
松林,マツバヤシ,マツバヤシ,8,自然物,-
供物,クモツ,クモツ,7,人工物-その他,-
鉄橋,テッキョウ,テッキョウ,8,場所-施設,-
門外,モンガイ,モンガイ,9,場所-その他,-
秋刀魚,サンマ,サンマ,9,動物;人工物-食べ物,-
前列,ゼンレツ,ゼンレツ,7,場所-その他,-
党首,トウシュ,トウシュ,7,人,-
両岸,リョウガン,リョウガン,9,場所-自然,-
両人,リョウニン,リョウニン,8,人,-
琥珀,コハク,コハク,8,自然物,-
浅瀬,アサセ,アサセ,8,場所-自然,-
キャンバス,キャンバス,キャンバス,8,人工物-その他,-
踊り場,オドリバ,オドリバ,7,場所-施設部位,-
紙切れ,カミキレ,カミキレ,10,人工物-その他,-
納品,ノウヒン,ノウヒン,10,人工物-その他,-
木炭,モクタン,モクタン,9,自然物,-
目上,メウエ,メウエ,10,人,-
ギャル,ギャル,ギャル,10,人,-
先物,サキモノ,サキモノ,8,人工物-その他,-
庄屋,ショウヤ,ショウヤ,9,人,-
パット,パット,パット,8,人工物-その他;抽象物,-
長袖,ナガソデ,ナガソデ,7,人工物-衣類,-
獣医,ジュウイ,ジュウイ,9,人,-
単体,タンタイ,タンタイ,10,自然物,-
ぶらんこ,ブランコ,ブランコ,7,人工物-その他,-
すき焼き,スキヤキ,スキヤキ,7,人工物-食べ物,-
桃色,モモイロ,モモイロ,7,色,-
壇,ダン,ダン,9,人工物-その他,-
史跡,シセキ,シセキ,8,場所-その他,e
朝飯,アサメシ,アサメシ,8,人工物-食べ物,-
鼻先,ハナサキ,ハナサキ,10,動物-部位;場所-その他,-
快速,カイソク,カイソク,8,人工物-乗り物,p
露店,ロテン,ロテン,8,場所-施設,-
果汁,カジュウ,カジュウ,8,自然物,-
中葉,チュウヨウ,チュウヨウ,10,動物-部位;時間,-
溜め池,タメイケ,タメイケ,7,場所-その他,-
鉱物,コウブツ,コウブツ,10,自然物,e
元老,ゲンロウ,ゲンロウ,9,人,-
こく,コイ,コイ,8,場所-その他,p
楢,ナラ,ナラ,10,植物,-
芥子,カラシ,カラシ,9,植物,-
水源,スイゲン,スイゲン,10,場所-自然,e
同列,ドウレツ,ドウレツ,10,場所-その他,-
後妻,ゴサイ,ゴサイ,8,人,-
真鱈,マダラ,マダラ,10,動物;人工物-食べ物,-
鋳物,イモノ,イモノ,9,人工物-その他,-
県道,ケンドウ,ケンドウ,9,場所-施設,-
腹心,フクシン,フクシン,8,人,-
レタス,レタス,レタス,8,植物;人工物-食べ物,-
要衝,ヨウショウ,ヨウショウ,8,場所-その他,-
野獣,ヤジュウ,ヤジュウ,9,動物,-
全軍,ゼングン,ゼングン,7,組織・団体,-
位牌,イハイ,イハイ,7,人工物-その他,-
迷宮,メイキュウ,メイキュウ,9,場所-施設,-
茹で卵,ユデタマゴ,ユデタマゴ,8,人工物-食べ物,-
華人,カジン,カジン,7,人,-
カンパニー,カンパニー,カンパニー,9,組織・団体,-
ソーダ,ソーダ,ソーダ,9,人工物-食べ物;自然物,e
玄米,ゲンマイ,ゲンマイ,9,植物;人工物-食べ物,-
腱,ケン,ケン,8,動物-部位,-
客船,キャクセン,キャクセン,9,人工物-乗り物,-
菜園,サイエン,サイエン,7,場所-その他,-
出先,デサキ,デサキ,10,場所-その他,-
華族,カゾク,カゾク,9,組織・団体,-
オーケストラ,オーケストラ,オーケストラ,9,組織・団体,-
年報,ネンポウ,ネンポウ,8,人工物-その他;抽象物,e
黄金色,コガネイロ,コガネイロ,8,色,-
番人,バンニン,バンニン,10,人,-
読み物,ヨミモノ,ヨミモノ,9,人工物-その他;抽象物,-
メス,メス,メス,8,人工物-その他,-
ペンギン,ペンギン,ペンギン,8,動物,-
低地,テイチ,テイチ,9,場所-その他,-
名産,メイサン,メイサン,10,人工物-その他,-
イタリアン,イタリアン,イタリアン,10,人工物-食べ物;抽象物,-
首領,シュリョウ,シュリョウ,7,人,-
バイキング,バイキング,バイキング,9,人,-
花形,ハナガタ,ハナガタ,9,人,-
跡継ぎ,アトツギ,アトツギ,9,人,-
アルミニウム,アルミニウム,アルミニウム,8,自然物,-
スタンプ,スタンプ,スタンプ,10,人工物-その他,-
故国,ココク,ココク,9,場所-その他,-
実母,ジツボ,ジツボ,8,人,-
合作,ガッサク,ガッサク,10,人工物-その他;抽象物,-
ココア,ココア,ココア,8,人工物-食べ物,e
母艦,ボカン,ボカン,9,人工物-乗り物,-
ブレンド,ブレンド,ブレンド,8,人工物-食べ物;抽象物,-
両軍,リョウグン,リョウグン,9,組織・団体,-
売り手,ウリテ,ウリテ,10,人,-
楽譜,ガクフ,ガクフ,7,人工物-その他;抽象物,-
引き戸,ヒキド,ヒキド,8,場所-施設,-
上り坂,ノボリザカ,ノボリザカ,9,場所-その他,-
鉄筋,テッキン,テッキン,10,人工物-その他,-
円筒,エントウ,エントウ,8,人工物-その他,-
ペースト,ペースト,ペースト,7,人工物-食べ物,-
鋼鉄,コウテツ,コウテツ,9,人工物-その他,-
四隅,ヨスミ,ヨスミ,9,場所-その他,-
ボウル,ボウル,ボウル,8,人工物-その他,-
中元,チュウゲン,チュウゲン,8,人工物-その他,-
医大,イダイ,イダイ,8,組織・団体;場所-施設,-
訳者,ヤクシャ,ヤクシャ,9,人,-
モンスター,モンスター,モンスター,9,人,e
スナップ,スナップ,スナップ,8,人工物-その他,-
渚,ナギサ,ナギサ,8,場所-自然,-
楽団,ガクダン,ガクダン,9,組織・団体,-
上官,ジョウカン,ジョウカン,8,人,-
名札,ナフダ,ナフダ,9,人工物-その他,-
大社,タイシャ,タイシャ,7,場所-施設,-
魚類,ギョルイ,ギョルイ,9,動物,-
戦地,センチ,センチ,10,場所-その他,-
班長,ハンチョウ,ハンチョウ,8,人,-
空き家,アキヤ,アキヤ,10,場所-施設,-
ストロー,ストロー,ストロー,9,人工物-その他,-
湿布,シップ,シップ,8,人工物-その他;抽象物,-
干物,ヒモノ,ヒモノ,8,人工物-食べ物,-
果樹,カジュ,カジュ,8,植物,-
ユニオン,ユニオン,ユニオン,9,組織・団体,-
雇い主,ヤトイヌシ,ヤトイヌシ,9,人,-
ミニチュア,ミニチュア,ミニチュア,10,人工物-その他,-
スプリング,スプリング,スプリング,10,人工物-その他,-
キャスト,キャスト,キャスト,8,人,-
白金,ハッキン,ハッキン,8,自然物,-
野鳥,ヤチョウ,ヤチョウ,7,動物,e
用具,ヨウグ,ヨウグ,9,人工物-その他,-
スコップ,スコップ,スコップ,8,人工物-その他,-
軌,キ,キ,9,人工物-その他;抽象物,-
髷,マゲ,マゲ,7,動物-部位,-
軟膏,ナンコウ,ナンコウ,7,人工物-その他,-
割り箸,ワリバシ,ワリバシ,8,人工物-その他,-
鳥類,チョウルイ,チョウルイ,10,動物,-
風車,カザグルマ,カザグルマ,8,人工物-その他,-
沢庵,タクアン,タクアン,8,人工物-食べ物,-
電卓,デンタク,デンタク,9,人工物-その他,-
秤,ハカリ,ハカリ,10,人工物-その他,-
ハンドバッグ,ハンドバッグ,ハンドバッグ,8,人工物-その他,-
溶液,ヨウエキ,ヨウエキ,9,人工物-その他,-
真顔,マガオ,マガオ,7,動物-部位,-
ハードウェア,ハードウェア,ハードウェア,9,人工物-その他,-
ブラインド,ブラインド,ブラインド,8,人工物-その他,-
素足,スアシ,スアシ,8,動物-部位,-
半袖,ハンソデ,ハンソデ,9,人工物-衣類,e
喪服,モフク,モフク,7,人工物-衣類,-
積み荷,ツミニ,ツミニ,9,人工物-その他,-
同室,ドウシツ,ドウシツ,8,場所-施設,-
度肝,ドギモ,ドギモ,9,動物-部位,-
社寺,シャジ,シャジ,9,場所-施設,-
露地,ロジ,ロジ,8,場所-施設,-
宿場,シュクバ,シュクバ,7,場所-施設,-
足腰,アシコシ,アシコシ,9,動物-部位,-
手下,テシタ,テシタ,8,人,e
下巻,ゲカン,ゲカン,7,人工物-その他,-
名士,メイシ,メイシ,10,人,-
遊び場,アソビバ,アソビバ,10,場所-その他,-
水気,ミズケ,ミズケ,8,自然物,e
孤島,コトウ,コトウ,9,場所-自然,-
小銃,ショウジュウ,ショウジュウ,8,人工物-その他,-
隣室,リンシツ,リンシツ,8,場所-施設,-
布地,ヌノジ,ヌノジ,9,人工物-その他,-
皮質,ヒシツ,ヒシツ,9,動物-部位,-
食塩,ショクエン,ショクエン,8,人工物-食べ物,-
私物,シブツ,シブツ,9,人工物-その他,-
北海,ホッカイ,ホッカイ,9,場所-その他,-
離宮,リキュウ,リキュウ,7,場所-施設,-
古老,コロウ,コロウ,7,人,-
働き者,ハタラキモノ,ハタラキモノ,10,人,-
浴場,ヨクジョウ,ヨクジョウ,8,場所-施設,-
河畔,カハン,カハン,10,場所-自然,-
膝元,ヒザモト,ヒザモト,9,場所-その他,-
胎内,タイナイ,タイナイ,9,動物-部位,e
ウール,ウール,ウール,10,人工物-その他,-
蜆,シジミ,シジミ,8,動物;人工物-食べ物,-
大隊,ダイタイ,ダイタイ,7,組織・団体,-
扇子,センス,センス,7,人工物-その他,-
山寺,ヤマデラ,ヤマデラ,7,場所-施設,-
雑炊,ゾウスイ,ゾウスイ,7,人工物-食べ物,-
部局,ブキョク,ブキョク,10,組織・団体;場所-その他,-
客間,キャクマ,キャクマ,9,場所-施設,-
独房,ドクボウ,ドクボウ,7,場所-施設,-
イヤリング,イヤリング,イヤリング,9,人工物-衣類,-
鱈,タラ,タラ,7,動物;人工物-食べ物,-
離島,リトウ,リトウ,9,場所-自然,-
関門,カンモン,カンモン,10,場所-施設,e
雪国,ユキグニ,ユキグニ,7,場所-その他,-
品々,シナジナ,シナジナ,8,人工物-その他,-
級友,キュウユウ,キュウユウ,9,人,-
着衣,チャクイ,チャクイ,8,人工物-衣類,-
新緑,シンリョク,シンリョク,8,色,p
串,クシ,クシ,8,人工物-その他,-
軍医,グンイ,グンイ,9,人,-
王族,オウゾク,オウゾク,9,組織・団体,p
ボーイフレンド,ボーイフレンド,ボーイフレンド,8,人,-
ハザード,ハザード,ハザード,10,人工物-その他;抽象物,-
公司,コウシ,コウシ,8,組織・団体;場所-施設,-
煮干し,ニボシ,ニボシ,9,人工物-食べ物,-
祖,オヤ,オヤ,7,人,-
錫,スズ,スズ,9,自然物,-
裾野,スソノ,スソノ,10,場所-自然,-
欄干,ランカン,ランカン,7,場所-施設部位,-
曲者,クセモノ,クセモノ,9,人,-
地底,チテイ,チテイ,9,場所-自然,-
ジョイント,ジョイント,ジョイント,9,人工物-その他;抽象物,-
外気,ガイキ,ガイキ,7,自然物,-
サポーター,サポーター,サポーター,7,人工物-その他,e
衆生,シュジョウ,シュジョウ,7,人;動物;植物;抽象物,e
チョコ,チョコ,チョコ,7,人工物-食べ物,-
産婆,サンバ,サンバ,7,人,-
先達,センダツ,センダツ,7,人,e
急所,キュウショ,キュウショ,8,場所-その他,-
網膜,モウマク,モウマク,10,動物-部位,-
都民,トミン,トミン,9,人,-
辞表,ジヒョウ,ジヒョウ,8,人工物-その他,-
県庁,ケンチョウ,ケンチョウ,9,組織・団体;場所-施設,-
持ち家,モチイエ,モチイエ,7,場所-施設;抽象物,-
皇女,オウジョ,オウジョ,7,人,-
果,カ,カ,10,植物;人工物-その他,e
マンモス,マンモス,マンモス,10,動物,-
チェリー,チェリー,チェリー,8,植物;人工物-食べ物,-
古人,コジン,コジン,7,人,-
上座,ジョウザ,ジョウザ,7,場所-施設部位,-
景品,ケイヒン,ケイヒン,9,人工物-その他,p
庭木,ニワキ,ニワキ,9,植物,-
藻,モ,モ,9,植物,-
莢,サヤ,サヤ,10,植物-部位,-
ジープ,ジープ,ジープ,7,人工物-乗り物,-
燭台,ショクダイ,ショクダイ,8,人工物-その他,-
萌やし,モヤシ,モヤシ,7,植物;人工物-食べ物,-
渓流,ケイリュウ,ケイリュウ,8,場所-自然,-
壮年,ソウネン,ソウネン,9,人;時間,-
凡人,ボンジン,ボンジン,10,人,-
愛犬,アイケン,アイケン,7,動物,-
船乗り,フナノリ,フナノリ,7,人,-
馬場,ババ,ババ,7,場所-施設,-
鰐,ワニ,ワニ,7,動物,-
目鼻,メハナ,メハナ,7,動物-部位,-
棺桶,カンオケ,カンオケ,8,人工物-その他,-
内野,ナイヤ,ナイヤ,8,場所-その他,-
苑,エン,エン,9,場所-その他,-
磁場,ジバ,ジバ,9,場所-その他,-
林野,リンヤ,リンヤ,9,場所-自然,-
奥歯,オクバ,オクバ,7,動物-部位,-
山水,サンスイ,サンスイ,8,場所-自然,-
大麻,タイマ,タイマ,8,植物;人工物-食べ物,-
水筒,スイトウ,スイトウ,8,人工物-その他,-
流水,リュウスイ,リュウスイ,10,自然物,-
豪邸,ゴウテイ,ゴウテイ,9,場所-施設,-
夜道,ヨミチ,ヨミチ,8,場所-その他,-
湖水,コスイ,コスイ,9,自然物,-
成金,ナリキン,ナリキン,10,人工物-その他,-
波布,ハブ,ハブ,8,動物,-
船底,フナゾコ,フナゾコ,8,場所-その他,-
山里,ヤマザト,ヤマザト,7,場所-その他,-
固唾,カタズ,カタズ,9,自然物,-
控え室,ヒカエシツ,ヒカエシツ,8,場所-施設,-
盲人,モウジン,モウジン,10,人,-
陰茎,インケイ,インケイ,7,動物-部位,-
娑婆,シャバ,シャバ,9,場所-その他,-
足先,アシサキ,アシサキ,8,動物-部位,-
校門,コウモン,コウモン,9,場所-施設,-
夜食,ヤショク,ヤショク,8,人工物-食べ物,-
艦艇,カンテイ,カンテイ,7,人工物-乗り物,-
スキン,スキン,スキン,9,動物-部位,-
仲人,ナコウド,ナコウド,8,人,p
羽毛,ウモウ,ウモウ,7,動物-部位,-
バスト,バスト,バスト,7,動物-部位,-
置き場,オキバ,オキバ,8,場所-その他,-
半紙,ハンシ,ハンシ,9,人工物-その他,-
采配,サイハイ,サイハイ,7,人工物-その他,-
硫酸,リュウサン,リュウサン,8,自然物,-
助役,ジョヤク,ジョヤク,8,人,-
公道,コウドウ,コウドウ,10,場所-施設,-
親元,オヤモト,オヤモト,8,場所-その他,-
方丈,ホウジョウ,ホウジョウ,7,場所-施設;数量,-
卵巣,ランソウ,ランソウ,7,動物-部位,-
定規,ジョウギ,ジョウギ,10,人工物-その他,-
末っ子,スエッコ,スエッコ,7,人,-
フロッピー,フロッピー,フロッピー,8,人工物-その他,-
バッジ,バッジ,バッジ,8,人工物-その他,-
踏み台,フミダイ,フミダイ,7,人工物-その他,-
師弟,シテイ,シテイ,9,組織・団体,-
振り子,フリコ,フリコ,9,人工物-その他,-
岩場,イワバ,イワバ,8,場所-その他,-
甲羅,コウラ,コウラ,7,動物-部位,-
石ころ,イシコロ,イシコロ,8,自然物,-
地べた,ジベタ,ジベタ,10,場所-その他,-
ホープ,ホープ,ホープ,8,人;抽象物,-
樅,モミ,モミ,9,植物,-
スパイス,スパイス,スパイス,9,人工物-食べ物,-
鉈,ナタ,ナタ,7,人工物-その他,e
坩堝,ルツボ,ルツボ,10,人工物-その他,-
図鑑,ズカン,ズカン,9,人工物-その他;抽象物,-
ミュージアム,ミュージアム,ミュージアム,9,場所-施設,-
使徒,シト,シト,8,人,-
小魚,コザカナ,コザカナ,8,人工物-食べ物,-
リンパ,リンパ,リンパ,8,動物-部位,-
足袋,タビ,タビ,9,人工物-衣類,e
バトン,バトン,バトン,9,人工物-その他,-
外郭,ガイカク,ガイカク,8,場所-施設部位,-
セロハン,セロハン,セロハン,8,人工物-その他,-
石碑,セキヒ,セキヒ,7,人工物-その他,-
脊椎,セキツイ,セキツイ,8,動物-部位,-
女医,ジョイ,ジョイ,7,人,-
深海,シンカイ,シンカイ,8,場所-自然,-
湖面,コメン,コメン,7,場所-その他,-
ボイラー,ボイラー,ボイラー,8,人工物-その他,-
万人,バンニン,バンニン,9,人,-
袋小路,フクロコウジ,フクロコウジ,9,場所-その他,e
背面,ハイメン,ハイメン,9,場所-その他,-
歌集,カシュウ,カシュウ,7,人工物-その他,-
クリップ,クリップ,クリップ,7,人工物-その他,-
ちんぴら,チンピラ,チンピラ,7,人,-
先陣,センジン,センジン,8,組織・団体,-
深淵,シンエン,シンエン,9,場所-自然,-
逃げ場,ニゲバ,ニゲバ,8,場所-その他,-
門戸,モンコ,モンコ,9,場所-施設部位;抽象物,-
亜鉛,アエン,アエン,9,自然物,-
肩身,カタミ,カタミ,9,動物-部位,-
